"","MUR.Open","MUR.High","MUR.Low","MUR.Close","MUR.Volume","MUR.Adjusted"
"2004-12-27",33.972366,34.434368,33.946461,34.209843,733400,23.375092
"2004-12-28",34.317791,34.658894,34.291882,34.542313,484900,23.602262
"2004-12-29",34.568222,34.758205,34.356647,34.693436,597200,23.705526
"2004-12-30",34.693436,34.831608,34.421417,34.784111,577100,23.767485
"2004-12-31",34.697754,34.956821,34.650261,34.736614,384900,23.735027
"2005-01-03",34.66753,34.66753,32.884285,33.095856,2195500,22.61392
"2005-01-04",33.441277,33.795338,33.225388,33.251297,1462500,22.72014
"2005-01-05",33.251297,33.462868,32.642487,32.858376,837600,22.451658
"2005-01-06",32.854057,34.520725,32.664078,34.024181,2442400,23.248228
"2005-01-07",34.024181,34.045769,33.199482,33.63126,805200,22.979763
"2005-01-10",34.542313,34.559586,33.873058,33.976685,1513700,23.215776
"2005-01-11",34.00259,34.101898,33.704662,33.898964,1196900,23.162672
"2005-01-12",33.92487,34.987045,33.825562,34.784111,1572500,23.767485
"2005-01-13",34.935234,35.513817,34.76252,35.211571,1144500,24.059559
"2005-01-14",35.211571,35.556995,35.056129,35.431778,795700,24.210018
"2005-01-18",35.83765,35.889465,35.341106,35.600174,1473900,24.325081
"2005-01-19",35.492229,36.010365,35.431778,35.686527,982900,24.384087
"2005-01-20",35.362694,35.729706,35.125217,35.496544,966400,24.25428
"2005-01-21",35.669258,36.148533,35.66494,35.885147,996300,24.519806
"2005-01-24",36.122623,36.489635,36.070812,36.187393,869400,24.72633
"2005-01-25",36.187393,36.347149,35.885147,36.066494,1090800,24.643721
"2005-01-26",36.17012,36.489635,36.148533,36.4076,1032900,24.876787
"2005-01-27",36.416233,36.70121,36.291019,36.485321,932400,24.929888
"2005-01-28",38.147667,38.860104,37.823833,38.454231,3797300,26.275225
"2005-01-31",38.346287,38.730572,37.914509,38.549221,1935000,26.34013
"2005-02-01",38.657169,39.512089,38.601036,39.175301,2924400,26.76791
"2005-02-02",39.175301,39.507771,39.101898,39.291882,1274200,26.847565
"2005-02-03",38.644215,39.57254,38.436962,39.57254,2050300,27.039354
"2005-02-04",39.723663,39.745251,39.248703,39.455959,1020800,26.959675
"2005-02-07",39.291882,39.550949,38.683075,38.959412,1268900,26.620403
"2005-02-08",38.942142,39.391193,38.652851,39.326424,632200,26.871172
"2005-02-09",39.261658,39.874783,38.816925,39.032814,1004600,26.670568
"2005-02-10",39.248703,40.194302,38.989635,40.138168,1024300,27.584831
"2005-02-11",40.09499,40.535404,39.805698,40.233162,764200,27.650124
"2005-02-14",40.349739,40.544041,39.848877,39.952503,1422900,27.457251
"2005-02-15",39.853195,40.306564,39.658894,39.952503,677600,27.457251
"2005-02-16",39.96114,41.161484,39.80138,41.161484,1090100,28.288107
"2005-02-17",41.213299,41.433506,40.721069,40.859241,1202900,28.0804
"2005-02-18",41.018997,41.904144,41.018997,41.450779,910400,28.486925
"2005-02-22",42.03368,42.685665,41.303974,41.601898,1167700,28.59079
"2005-02-23",41.601898,42.094128,41.118309,41.990501,1006300,28.857866
"2005-02-24",42.141624,42.599308,41.666668,42.573402,924000,29.258444
"2005-02-25",42.508636,43.290157,42.443871,42.810883,1348600,29.421648
"2005-02-28",42.962002,43.523315,41.848015,43.195164,1470400,29.685753
"2005-03-01",43.195164,43.264248,41.731434,42.059586,1835100,28.905329
"2005-03-02",42.059586,42.357513,41.973228,42.32729,2336800,29.08931
"2005-03-03",42.810883,43.264248,42.754749,43.065632,2363400,29.596729
"2005-03-04",43.173576,43.86874,42.616581,43.752159,1501400,30.068544
"2005-03-07",43.756477,44.192574,43.311745,43.993954,1624900,30.234715
"2005-03-08",44.106216,45.297928,43.998272,45.207253,2220500,31.068571
"2005-03-09",45.358376,45.509499,43.199482,43.341969,2596000,29.786646
"2005-03-10",43.341969,43.341969,41.848015,42.694302,2733500,29.341536
"2005-03-11",42.694302,43.782383,42.59499,42.979275,1733000,29.537388
"2005-03-14",43.108807,43.393784,42.189117,43.251297,1823600,29.724329
"2005-03-15",43.609673,43.626942,42.357513,42.746113,1246400,29.377157
"2005-03-16",42.65976,43.501728,42.551815,42.707253,1384000,29.350439
"2005-03-17",43.026772,44.473228,42.970638,44.317791,1994500,30.457281
"2005-03-18",44.322105,44.775475,44.114853,44.632988,1445800,30.673904
"2005-03-21",44.632988,44.66753,43.708981,44.404144,1211700,30.516628
"2005-03-22",44.512089,45.099308,43.717617,43.851467,1608600,30.136797
"2005-03-23",43.700344,43.700344,42.810883,43.117443,1891700,29.632338
"2005-03-24",43.33765,43.480137,42.53886,42.987911,1459500,29.543322
"2005-03-28",42.992229,43.229706,42.556129,43.026772,1331200,29.570015
"2005-03-29",42.767704,43.199482,41.593266,41.666668,2266400,28.63529
"2005-03-30",42.03368,42.314335,41.105354,42.046631,2075100,28.896435
"2005-03-31",42.638168,42.875648,42.465458,42.629532,1774500,29.297016
"2005-04-01",42.875648,43.886009,42.797928,43.803974,1831400,30.104153
"2005-04-04",43.955093,44.300518,43.160622,43.985321,2510500,30.228786
"2005-04-05",43.985321,44.417099,43.303108,43.419689,1299700,29.840057
"2005-04-06",43.445595,44.235752,43.242661,44.084629,1708200,30.297035
"2005-04-07",44.559586,44.715027,43.406734,43.911919,1867100,30.178341
"2005-04-08",43.825562,44.097584,43.074265,43.121761,1469200,29.635305
"2005-04-11",43.12608,43.562176,42.681347,43.29879,1284600,29.756987
"2005-04-12",43.303108,43.303108,41.986183,42.184803,1614000,28.991383
"2005-04-13",40.911053,41.722797,40.651985,40.738342,4135900,27.997309
"2005-04-14",40.738342,41.126942,39.378239,39.982727,3613800,27.478012
"2005-04-15",39.874783,39.926598,38.212437,38.514679,2741900,26.469103
"2005-04-18",38.29879,38.778065,37.620899,38.579449,1908800,26.513609
"2005-04-19",38.838516,39.386875,38.816925,39.291882,1446100,27.003239
"2005-04-20",39.594128,40.064766,38.531952,38.622623,1369200,26.543285
"2005-04-21",38.622623,39.749569,38.471504,39.723663,1212100,27.29998
"2005-04-22",39.680485,40,38.752159,39.209843,1212600,26.946856
"2005-04-25",39.857513,40.263386,39.62867,39.853195,872200,27.388992
"2005-04-26",39.853195,40.289291,39.684803,39.719345,1617400,27.296997
"2005-04-27",39.546631,39.615715,38.523315,38.968048,1709200,26.78068
"2005-04-28",38.752159,38.864422,38.385147,38.57513,1518100,26.510651
"2005-04-29",38.860104,39.054405,38.039722,38.467186,1543800,26.436468
"2005-05-02",38.082901,39.395508,38.082901,39.300518,1623500,27.009171
"2005-05-03",39.075993,39.119171,37.642487,37.836788,1697100,26.003229
"2005-05-04",37.836788,37.983593,37.180485,37.750431,2889400,25.943871
"2005-05-05",37.910191,38.605354,37.802246,38.501728,1547000,26.460199
"2005-05-06",38.726254,38.773746,38.25993,38.316063,967600,26.332611
"2005-05-09",39.291882,39.443005,38.778065,39.278931,1608200,27.153782
"2005-05-10",39.205528,39.66753,38.747841,38.877377,1446100,26.876188
"2005-05-11",38.877377,39.291882,38.752159,39.145077,1419200,27.061249
"2005-05-12",39.145077,39.205528,37.651123,37.746113,1394200,26.094145
"2005-05-13",37.996544,38.182209,37.115715,37.534542,1822600,25.947882
"2005-05-16",37.456821,37.651123,36.174438,37.219345,2323800,25.729986
"2005-05-17",37.132988,38.156303,37.076859,38.095856,1322800,26.335922
"2005-05-18",38.428326,38.816925,37.996544,38.398102,1594100,26.544861
"2005-05-19",38.398102,39.473228,38.350605,39.408463,1962800,27.243326
"2005-05-20",39.430054,39.430054,38.903282,39.188255,952800,27.091097
"2005-05-23",39.188255,40.047497,39.188255,39.797066,1034500,27.511976
"2005-05-24",40.328152,40.729706,39.982727,40.660622,1642500,28.108965
"2005-05-25",40.595856,41.355785,40.569946,41.221935,2033200,28.496992
"2005-05-26",41.364422,42.335922,41.303974,42.102764,2772200,29.105919
"2005-05-27",42.102764,42.940414,42.076859,42.780655,1451400,29.574554
"2005-05-31",42.478413,42.495682,42.098446,42.20639,1402800,29.177553
"2005-06-01",42.297066,43.104492,42.236614,43.03109,998100,29.747673
"2005-06-02",42.707253,43.121761,42.400692,42.944733,1289500,29.687975
"2005-06-03",43.156303,43.613991,42.983593,43.501728,944900,30.073034
"2005-06-06",43.713299,43.808289,43.091537,43.782383,1321700,30.267057
"2005-06-07",43.86874,43.981003,43.307426,43.652851,1767600,30.177505
"2005-06-08",43.652851,44.473228,43.454231,43.5924,1589900,30.135721
"2005-06-09",43.86874,44.550949,43.747841,44.464596,1579900,30.738678
"2005-06-10",44.473228,44.887737,44.084629,44.542313,691300,30.792393
"2005-06-13",44.412781,44.663212,44.058723,44.24007,1119000,30.583452
"2005-06-14",44.671848,44.689117,44.032814,44.378239,990500,30.678967
"2005-06-15",44.853195,45.138168,44.525043,45.086357,1150700,31.16851
"2005-06-16",45.259068,45.811745,45.155441,45.785839,958200,31.65206
"2005-06-17",46.632126,47.107082,45.673576,47.046631,2129400,32.523651
"2005-06-20",47.046631,47.443871,46.165802,46.727116,1368600,32.302761
"2005-06-21",46.735752,46.899826,45.613125,45.820381,1013700,31.67593
"2005-06-22",46.286701,46.986183,45.155441,46.148533,1596100,31.902794
"2005-06-23",46.200344,47.573402,46.027634,46.537132,1208100,32.171429
"2005-06-24",46.623489,47.236614,46.338516,46.683937,1108200,32.272915
"2005-06-27",46.899826,47.599308,46.899826,47.383419,753300,32.75647
"2005-06-28",47.392056,47.754749,46.174438,46.511227,1098000,32.153519
"2005-06-29",46.113991,47.07254,45.967186,46.200344,1253700,31.938608
"2005-06-30",46.632126,46.632126,44.775475,45.103626,2264000,31.180439
"2005-07-01",45.250431,45.811745,44.818653,45.785839,1825400,31.65206
"2005-07-05",46.50259,47.046631,46.027634,46.891193,978000,32.416199
"2005-07-06",47.279793,47.53886,45.595856,46.001728,1095900,31.80131
"2005-07-07",46.519863,47.754749,45.924007,47.720207,1993400,32.9893
"2005-07-08",47.763386,48.074265,46.727116,47.012089,929700,32.499771
"2005-07-11",47.020725,47.495682,46.632126,47.495682,657100,32.834084
"2005-07-12",47.512955,48.039722,47.314335,47.780655,802600,33.031063
"2005-07-13",47.651123,47.746113,46.632126,46.934368,1424400,32.446041
"2005-07-14",47.046631,47.36615,45.449051,46.13126,1436900,31.890833
"2005-07-15",46.286701,46.899826,45.777203,46.165802,1148600,31.914722
"2005-07-18",45.898102,46.018997,45.552677,45.958549,906400,31.771458
"2005-07-19",46.303974,46.960278,45.690845,46.951641,934200,32.457993
"2005-07-20",46.943005,47.029362,45.639034,45.941277,1714700,31.759504
"2005-07-21",46.113991,46.113991,44.559586,45.155441,1287400,31.216251
"2005-07-22",45.440414,46.640759,45.440414,46.459412,1321700,32.117714
"2005-07-25",46.070812,47.020725,45.725388,46.632126,1191600,32.237091
"2005-07-26",46.848015,46.925735,45.898102,46.632126,695600,32.237091
"2005-07-27",46.856647,46.865284,45.259068,45.639034,1205200,31.550566
"2005-07-28",46.32988,46.459412,45.794472,46.252159,1532700,31.974424
"2005-07-29",46.571674,46.632126,45.656303,45.803108,644300,31.663986
"2005-08-01",45.984455,46.442142,45.898102,46.338516,1102000,32.034122
"2005-08-02",45.336788,46.027634,45.267704,45.854923,1918100,31.6998
"2005-08-03",45.949913,46.079449,45.345425,45.535404,1210200,31.478922
"2005-08-04",45.250431,46.105354,45.233162,45.768566,953800,31.640108
"2005-08-05",46.718479,46.848015,45.854923,46.217617,2805300,31.950554
"2005-08-08",46.632126,47.849739,46.632126,46.839378,1917100,32.380367
"2005-08-09",46.908463,47.210709,46.649395,46.804836,1696400,32.356495
"2005-08-10",46.934368,48.013817,46.4076,47.823833,1683700,33.060944
"2005-08-11",47.901554,48.791019,47.841106,48.341969,1349000,33.419117
"2005-08-12",48.704662,48.704662,47.892918,48.255611,21106600,33.437229
"2005-08-15",48.229706,48.367874,47.884285,48.186527,1767300,33.38937
"2005-08-16",48.186527,48.186527,47.210709,47.409325,1951200,32.85083
"2005-08-17",47.279793,48.00518,46.234886,46.347149,2163900,32.11483
"2005-08-18",46.070812,46.580311,45.328152,45.915371,1508000,31.815626
"2005-08-19",46.373058,47.150261,46.234886,46.753021,959800,32.396057
"2005-08-22",46.865284,47.495682,46.234886,46.588947,852500,32.282375
"2005-08-23",46.675301,46.96891,45.898102,46.442142,742800,32.180649
"2005-08-24",46.658031,47.202072,46.217617,46.934368,1150100,32.521717
"2005-08-25",46.934368,46.934368,46.113991,46.398964,778900,32.150711
"2005-08-26",46.493954,46.511227,45.561314,45.587219,1115000,31.588257
"2005-08-29",46.157169,46.191711,44.378239,44.818653,3243700,31.0557
"2005-08-30",44.861832,45.924007,44.732296,45.656303,1971400,31.636127
"2005-08-31",45.708118,47.409325,45.595856,47.193436,2637500,32.701225
"2005-09-01",47.512955,48.272884,47.184803,47.711571,2122900,33.060257
"2005-09-02",47.150261,47.150261,46.260796,46.355785,1101100,32.120819
"2005-09-06",46.373058,46.761658,45.83765,46.32988,1335700,32.102852
"2005-09-07",46.286701,46.338516,45.164078,45.526772,2849900,31.546373
"2005-09-08",45.682209,45.811745,44.835922,44.991364,2080800,31.175373
"2005-09-09",45.336788,45.613125,45.155441,45.509499,1872300,31.534395
"2005-09-12",45.518135,45.518135,44.13644,44.430054,1499900,30.78643
"2005-09-13",44.481865,44.80138,43.609673,43.626942,1890200,30.229939
"2005-09-14",43.877377,44.127808,43.290157,43.488773,1428100,30.134218
"2005-09-15",43.808289,44.110535,43.324699,43.514679,1634400,30.152159
"2005-09-16",43.333332,43.341969,42.07254,42.487045,4086400,29.440077
"2005-09-19",43.091537,49.283245,43.091537,43.428326,3148300,30.092318
"2005-09-20",43.436962,43.462868,42.331608,43.091537,2230500,29.85895
"2005-09-21",43.609673,44.032814,43.436962,43.972366,2164900,30.469292
"2005-09-22",44.214161,44.455959,42.36615,43.341969,1967700,30.032475
"2005-09-23",43.264248,43.350605,42.176167,42.26252,1176500,29.284521
"2005-09-26",42.227978,43.056995,42.012089,42.65976,1274600,29.559759
"2005-09-27",42.530224,42.582039,42.012089,42.400692,1053200,29.380257
"2005-09-28",42.487045,43.644215,42.227978,43.609673,1707500,30.21797
"2005-09-29",43.782383,43.920551,42.996544,43.739204,1377600,30.307734
"2005-09-30",43.436962,43.782383,43.065632,43.065632,920000,29.840981
"2005-10-03",43.177895,43.609673,42.176167,42.400692,1430000,29.380257
"2005-10-04",41.554405,41.658031,40.29361,40.397236,2123600,27.992016
"2005-10-05",40.449051,40.587219,38.96373,39.179619,2182300,27.148304
"2005-10-06",38.747841,38.860104,37.392056,37.987911,2302600,26.32255
"2005-10-07",38.5924,39.024181,38.100174,38.937824,1509800,26.980764
"2005-10-10",38.842831,39.110535,37.806564,38.229706,1337800,26.490101
"2005-10-11",38.566494,39.620033,38.523315,39.507771,1969500,27.375689
"2005-10-12",39.430054,39.550949,38.013817,38.272884,1455300,26.520021
"2005-10-13",38.143353,38.151985,36.321243,37.012089,2023300,25.646381
"2005-10-14",37.012089,38.29879,36.468048,38.29879,2365700,26.537964
"2005-10-17",38.860104,39.067356,38.255611,38.696026,1985300,26.813221
"2005-10-18",38.341969,38.488773,37.202072,37.530224,2335600,26.005413
"2005-10-19",37.92746,37.92746,35.846287,37.26252,2842700,25.819918
"2005-10-20",37.348877,37.564766,35.811745,36.338516,3640800,25.179651
"2005-10-21",36.338516,37.26252,35.854923,36.658031,2191900,25.401051
"2005-10-24",36.666668,38.583767,36.658031,38.2038,2415700,26.472147
"2005-10-25",39.032814,39.430054,38.212437,39.274612,2274600,27.214132
"2005-10-26",39.723663,41.303974,39.205528,40.37133,3762200,27.974072
"2005-10-27",40.803108,40.993092,39.378239,39.576859,2139100,27.423567
"2005-10-28",39.766838,39.939552,38.350605,39.732296,1849600,27.531263
"2005-10-31",39.930916,40.699482,39.930916,40.457687,1729400,28.033903
"2005-11-01",40.457687,41.4076,40.077721,41.070812,1776600,28.458755
"2005-11-02",41.096718,42.012089,41.018997,41.735752,1477200,28.919502
"2005-11-03",42.271156,42.875648,41.675301,42.374783,2100300,29.36231
"2005-11-04",42.383419,42.383419,40.967186,41.32988,1635200,28.638277
"2005-11-07",41.32988,41.32988,40.008636,40.362694,1912200,27.968094
"2005-11-08",40.17271,40.811745,39.810017,40.250431,937900,27.968245
"2005-11-09",40.164078,41.347149,39.507771,40.250431,1499600,27.968245
"2005-11-10",39.991364,40,38.782383,39.386875,2089300,27.368202
"2005-11-11",39.473228,39.896374,38.937824,39.715027,1377200,27.596218
"2005-11-14",40.146805,40.431778,39.654575,40.155441,1105600,27.902258
"2005-11-15",39.896374,40.941277,39.853195,40.284973,1813100,27.992256
"2005-11-16",41.105354,42.029362,40.630398,41.666668,2317100,28.952322
"2005-11-17",42.141624,42.279793,41.191711,41.554405,1197100,28.874317
"2005-11-18",41.986183,41.986183,40.83765,41.468048,1151700,28.814318
"2005-11-21",41.554405,42.305698,41.450779,42.253887,1300800,29.360367
"2005-11-22",42.616581,43.488773,42.331608,43.445595,1417900,30.188419
"2005-11-23",43.445595,43.825562,42.849739,43.696026,1886000,30.362442
"2005-11-25",43.851467,43.981003,43.316063,43.436962,603500,30.182432
"2005-11-28",43.091537,43.151985,42.098446,42.607944,1491900,29.606375
"2005-11-29",43.12608,43.350605,42.176167,42.46114,1153900,29.504381
"2005-11-30",42.530224,43.238342,42.521587,42.711571,1826600,29.678392
"2005-12-01",43.436962,44.248703,43.255611,44.110535,1285900,30.650459
"2005-12-02",44.119171,44.179619,43.272884,43.808289,989600,30.440443
"2005-12-05",44.291882,44.550949,43.808289,44.265976,1607400,30.758478
"2005-12-06",44.473228,44.965458,44.386875,44.913643,1766500,31.208502
"2005-12-07",45.120899,46.03627,45.120899,45.820381,2609400,31.83856
"2005-12-08",45.86356,46.053539,45.457687,45.846287,1365200,31.856552
"2005-12-09",45.742661,45.958549,45.336788,45.889465,1097700,31.886549
"2005-12-12",46.848015,47.711571,46.588947,47.694302,2326800,33.140682
"2005-12-13",47.910191,48.436962,47.754749,47.962002,1505300,33.326675
"2005-12-14",47.962002,48.255611,47.297066,48.177895,1013700,33.476696
"2005-12-15",48.177895,48.272884,46.882557,47.219345,1482700,32.810635
"2005-12-16",47.322971,47.348877,46.450779,46.50259,1331200,32.312595
"2005-12-19",46.50259,46.744389,45.785839,45.967186,1382400,31.940582
"2005-12-20",46.286701,46.640759,45.768566,46.355785,737200,32.210594
"2005-12-21",46.4076,46.632126,45.906734,46.070812,967800,32.012581
"2005-12-22",46.32988,46.692574,45.854923,46.174438,1037200,32.084576
"2005-12-23",46.044907,46.666668,45.578583,46.493954,627900,32.306591
"2005-12-27",46.50259,46.50259,45.336788,45.984455,1812500,31.95257
"2005-12-28",46.200344,46.977547,46.113991,46.692574,668800,32.444607
"2005-12-29",46.528496,47.098446,46.208981,46.32988,658200,32.192593
"2005-12-30",46.243523,46.934368,45.880829,46.623489,700200,32.39661
"2006-01-03",46.934368,48.221069,46.891193,48.134716,1207700,33.446686
"2006-01-04",47.841106,47.841106,46.735752,47.469776,1587000,32.984653
"2006-01-05",47.253887,47.36615,46.476685,46.830742,1623600,32.540611
"2006-01-06",47.322971,48.013817,47.297066,47.530224,819700,33.026661
"2006-01-09",47.530224,47.823833,47.521587,47.547497,956600,33.038654
"2006-01-10",47.547497,48.791019,47.495682,48.462868,1099100,33.674725
"2006-01-11",48.462868,49.283245,47.720207,49.179619,1156300,34.172752
"2006-01-12",47.92746,49.766838,47.92746,48.756477,3287400,33.878731
"2006-01-13",48.618309,49.723663,48.57513,49.723663,1601300,34.550781
"2006-01-17",50.474957,51.208981,48.955093,51.079449,2915000,35.492855
"2006-01-18",50.889465,50.898102,49.464596,50.051815,1629800,34.778793
"2006-01-19",50.051815,51.018997,49.766838,50.932644,1245100,35.39085
"2006-01-20",51.208981,51.96891,50.17271,50.500862,1533500,35.09082
"2006-01-23",51.226254,51.286701,49.715027,50.181347,1467400,34.868805
"2006-01-24",49.749569,49.784111,48.471504,48.566494,2649900,33.746712
"2006-01-25",48.937824,49.179619,46.891193,47.331608,2534000,32.888645
"2006-01-26",47.504318,47.815197,46.804836,47.547497,1617800,33.038654
"2006-01-27",47.979275,48.791019,47.936096,48.531952,1332500,33.722702
"2006-01-30",48.791019,50.233162,48.739204,49.784111,1523800,34.592793
"2006-01-31",49.568222,49.775475,49.214161,49.222797,1111600,34.202744
"2006-02-01",49.231434,50.431778,48.834198,49.170986,1580600,34.166759
"2006-02-02",47.012089,48.039722,45.578583,46.761658,5467700,32.492611
"2006-02-03",46.632126,47.055267,45.975819,46.096718,3709700,32.030579
"2006-02-06",46.709843,47.012089,45.509499,45.509499,3250800,31.622541
"2006-02-07",45.518135,45.518135,43.108807,43.134716,3038900,29.972406
"2006-02-08",43.264248,43.471504,41.537132,42.07254,3419500,29.234358
"2006-02-09",42.271156,42.400692,41.070812,41.13126,2199100,28.656927
"2006-02-10",41.139896,41.364422,38.911919,39.90501,4749400,27.802568
"2006-02-13",40.19862,40.811745,39.775475,40.207253,2218600,28.013144
"2006-02-14",40.069084,40.077721,39.006908,39.715027,2551500,27.670204
"2006-02-15",39.982727,40.509499,39.309155,39.715027,3246400,27.670204
"2006-02-16",39.956821,40.906734,39.956821,40.708118,1578100,28.362116
"2006-02-17",41.191711,41.4076,40.673576,41.13126,1415800,28.656927
"2006-02-21",42.400692,42.443871,41.303974,41.381691,1959400,28.831406
"2006-02-22",41.364422,41.373058,40.060448,40.716755,1843400,28.36813
"2006-02-23",40.414509,41.174438,40.069084,40.647667,1329800,28.319988
"2006-02-24",41.278065,41.649395,41.183075,41.312607,1206000,28.783278
"2006-02-27",41.278065,41.347149,40.535404,40.544041,1115700,28.247801
"2006-02-28",40.414509,40.75993,39.913643,40.474957,1597200,28.199673
"2006-03-01",40.673576,41.148533,40.259068,41.096718,820400,28.632864
"2006-03-02",41.183075,41.640759,40.725388,41.079449,1337900,28.620819
"2006-03-03",40.993092,41.303974,40.777203,40.86356,1021800,28.470415
"2006-03-06",40.328152,40.518135,39.205528,39.559586,1819700,27.561918
"2006-03-07",39.507771,39.507771,38.618309,39.170986,1418500,27.29117
"2006-03-08",39.075993,39.982727,38.773746,39.982727,2420600,27.85672
"2006-03-09",40.224525,40.690845,39.611401,39.982727,2158200,27.85672
"2006-03-10",39.982727,40.29361,39.464596,40.19862,1483300,28.007135
"2006-03-13",40.17271,40.872192,40.120899,40.639034,766100,28.31398
"2006-03-14",40.742661,41.278065,40.215889,41.010365,898100,28.572702
"2006-03-15",41.010365,41.42487,40.75993,41.269428,1324100,28.753185
"2006-03-16",40.155441,41.044907,39.179619,41.010365,2882000,28.572702
"2006-03-17",41.096718,41.165802,40.138168,40.397236,1349000,28.145521
"2006-03-20",40.181347,40.37133,39.611401,39.818653,1643800,27.742395
"2006-03-21",40.474957,41.433506,39.740932,40.742661,2658100,28.386181
"2006-03-22",40.829014,41.614853,40.595856,40.75993,1370900,28.398205
"2006-03-23",41.191711,42.253887,40.872192,41.770294,1631000,29.102161
"2006-03-24",41.813473,42.642487,41.813473,42.435234,1352400,29.565434
"2006-03-27",42.918827,42.918827,42.16753,42.564766,930200,29.655672
"2006-03-28",43.445595,43.445595,42.720207,42.962002,1280800,29.93244
"2006-03-29",43.091537,43.652851,43.00518,43.488773,1302700,30.299459
"2006-03-30",43.644215,44.024181,43.177895,43.531952,1023900,30.32954
"2006-03-31",43.540588,43.540588,42.530224,43.022453,1396000,29.974556
"2006-04-03",43.367874,43.799656,43.048359,43.402416,1312000,30.239286
"2006-04-04",43.402416,44.127808,43.221069,44.006908,1023500,30.660442
"2006-04-05",44.16235,44.473228,43.851467,44.274612,1379200,30.846949
"2006-04-06",44.620033,44.792747,43.635578,44.084629,1309900,30.714584
"2006-04-07",44.084629,44.300518,43.246979,43.566494,888000,30.353605
"2006-04-10",43.894646,45.181347,43.799656,44.654575,1411300,31.111681
"2006-04-11",44.861832,45.414509,44.205528,44.369602,942900,30.913134
"2006-04-12",44.386875,44.896374,43.704662,44.006908,894300,30.660442
"2006-04-13",43.955093,44.585491,43.333332,44.53368,1138100,31.027449
"2006-04-17",45.37133,45.449051,44.594128,45.379967,1275000,31.617075
"2006-04-18",45.595856,46.373058,45.595856,46.217617,901900,32.200691
"2006-04-19",46.200344,46.822105,45.803108,46.355785,1238100,32.296959
"2006-04-20",46.588947,46.87392,45.397236,46.062176,1843300,32.092384
"2006-04-21",46.113991,46.303974,45.639034,45.924007,1919000,31.996128
"2006-04-24",45.924007,45.924007,45.086357,45.354057,1473500,31.59903
"2006-04-25",45.569946,46.113991,44.438686,44.991364,1746000,31.346333
"2006-04-26",44.170986,44.300518,42.668392,42.918827,4627900,29.902346
"2006-04-27",42.746113,43.488773,41.882557,43.221069,2255300,30.112944
"2006-04-28",43.480137,44.13644,43.177895,43.333332,1383600,30.191147
"2006-05-01",43.773746,44.179619,43.281521,43.411053,998500,30.245287
"2006-05-02",43.756477,43.825562,43.29879,43.5924,1302000,30.371649
"2006-05-03",43.860104,44.568222,43.799656,44.16235,2397800,30.76874
"2006-05-04",44.041451,44.758205,43.57513,43.946461,1843600,30.618326
"2006-05-05",44.559586,44.844559,43.834198,44.80138,1366500,31.213968
"2006-05-08",43.825562,44.982727,43.773746,44.930916,1208300,31.304203
"2006-05-09",44.930916,45.440414,44.265976,44.542313,1326300,31.033457
"2006-05-10",44.386875,44.732296,43.765114,44.715027,1557100,31.232698
"2006-05-11",45.336788,45.734024,44.732296,45.09499,1327000,31.498089
"2006-05-12",45.051815,45.051815,44.041451,44.084629,1642800,30.792358
"2006-05-15",43.739204,44.188255,43.056995,43.860104,2188800,30.635548
"2006-05-16",44.145077,44.369602,43.134716,43.462868,1595200,30.358082
"2006-05-17",44.257339,44.412781,42.746113,43.065632,2399700,30.080601
"2006-05-18",43.048359,43.531952,42.73748,42.746113,1304000,29.85743
"2006-05-19",42.83247,43.825562,42.452503,43.385147,1888400,30.303783
"2006-05-22",43.048359,43.367874,42.046631,43.195164,2533700,30.171083
"2006-05-23",43.773746,44.53368,42.918827,43.065632,1682600,30.080601
"2006-05-24",42.746113,44.041451,42.651123,43.428326,2455700,30.333948
"2006-05-25",43.998272,44.887737,43.635578,44.499138,1660400,31.0819
"2006-05-26",44.464596,45,44.205528,44.697754,763400,31.220615
"2006-05-30",45.077721,45.250431,43.911919,43.911919,1143200,30.671711
"2006-05-31",43.920551,45.595856,43.911919,45.535404,1898800,31.805721
"2006-06-01",45.544041,46.597584,45.077721,46.32988,1696700,32.360638
"2006-06-02",46.761658,47.184803,46.070812,47.132988,1617100,32.921585
"2006-06-05",47.512955,47.711571,45.29361,45.362694,1866100,31.685066
"2006-06-06",44.991364,46.433506,44.965458,46.044907,2181500,32.161583
"2006-06-07",45.932644,45.932644,44.576859,44.602764,1765400,31.154266
"2006-06-08",43.998272,44.464596,42.547497,44.421417,3183800,31.027596
"2006-06-09",44.620033,44.715027,42.936096,43.169258,2179500,30.152987
"2006-06-12",43.333332,43.730572,42.124352,42.245251,1605300,29.507597
"2006-06-13",42.253887,42.305698,40.768566,40.785839,2779300,28.488216
"2006-06-14",40.872192,41.649395,40.751297,41.649395,1754100,29.0914
"2006-06-15",42.046631,42.910191,41.856647,42.590675,1970200,29.748863
"2006-06-16",42.487045,42.720207,41.856647,42.452503,1855300,29.652353
"2006-06-19",42.400692,42.435234,41.226254,41.50259,1968200,28.988865
"2006-06-20",41.7962,42.36615,41.010365,41.062176,1629400,28.681225
"2006-06-21",41.105354,42.435234,40.880829,41.865284,1948200,29.242186
"2006-06-22",41.692574,42.487045,41.493954,42.409325,1069200,29.622192
"2006-06-23",44.041451,44.870468,43.834198,44.481865,2156500,31.069834
"2006-06-26",44.214161,44.956821,43.929188,44.749569,1095100,31.256815
"2006-06-27",45.19862,45.526772,44.637306,44.663212,1559900,31.196499
