"","MAR.Open","MAR.High","MAR.Low","MAR.Close","MAR.Volume","MAR.Adjusted"
"2004-09-02",22.130793,22.373169,22.126131,22.326557,1333700,18.936977
"2004-09-03",22.349863,22.415119,22.270624,22.373169,1052800,18.976515
"2004-09-07",22.419779,22.615545,22.401134,22.54563,1193300,19.15671
"2004-09-08",22.564274,22.606222,22.433764,22.485035,1178700,19.105227
"2004-09-09",22.536306,22.573595,22.410458,22.447746,1609800,19.073544
"2004-09-10",22.419779,22.531645,22.326557,22.513,913400,19.128979
"2004-09-13",22.503679,22.685461,22.443085,22.671478,1002400,19.263645
"2004-09-14",22.718088,22.923176,22.708767,22.918514,869800,19.473555
"2004-09-15",22.825293,22.876566,22.596901,22.825293,1478500,19.394339
"2004-09-16",22.839277,22.979109,22.839277,22.937159,710800,19.489393
"2004-09-17",23.049025,23.240129,22.951143,23.184196,1795700,19.699301
"2004-09-20",23.07233,23.146908,22.98377,23.058348,1430200,19.592361
"2004-09-21",23.11894,23.305384,23.067669,23.300724,1694700,19.798307
"2004-09-22",23.300724,23.305384,23.035042,23.277418,2224100,19.778503
"2004-09-23",23.300724,23.305384,23.123602,23.268095,1825000,19.770586
"2004-09-24",23.235468,23.305384,23.221485,23.291401,1322500,19.790388
"2004-09-27",23.142246,23.305384,23.053686,23.170214,1530900,19.687408
"2004-09-28",23.198179,23.365978,23.188858,23.314707,1769800,19.810188
"2004-09-29",23.398605,23.524454,23.268095,23.515133,4290800,19.980482
"2004-09-30",23.626999,24.363449,23.603693,24.218956,6273700,20.57852
"2004-10-01",24.2376,24.764301,24.2376,24.58252,3981100,20.887434
"2004-10-04",25.025322,25.025322,24.657097,24.899473,2335500,21.156742
"2004-10-05",24.80159,24.988033,24.768963,24.866844,2218000,21.129019
"2004-10-06",24.89015,25.146509,24.838879,25.085915,2063100,21.315155
"2004-10-07",24.633791,24.84354,24.512604,24.71303,3980300,20.998327
"2004-10-08",24.563875,24.838879,24.540569,24.773623,2328600,21.049812
"2004-10-11",24.708368,25.011339,24.680403,24.969389,2097000,21.21615
"2004-10-12",24.969389,24.969389,24.71303,24.80159,3087800,21.073568
"2004-10-13",24.80159,25.039305,24.489298,24.549892,3637000,20.859705
"2004-10-14",24.591841,24.657097,24.428703,24.465992,2063300,20.78842
"2004-10-15",24.563875,24.9321,24.540569,24.764301,1586100,21.041889
"2004-10-18",24.619808,25.076593,24.521925,25.029984,1852500,21.267635
"2004-10-19",24.974051,25.169815,24.960066,25.053288,2062200,21.287437
"2004-10-20",24.913456,25.02066,24.764301,25.006678,2314100,21.247829
"2004-10-21",25.057949,25.165154,24.936762,25.034643,1818100,21.271595
"2004-10-22",25.029984,25.263037,24.997355,25.123203,2507300,21.346842
"2004-10-25",25.053288,25.123203,24.675741,24.97871,2126100,21.224068
"2004-10-26",24.974051,25.165154,24.866844,25.141848,1942400,21.362696
"2004-10-27",25.057949,25.281681,24.913456,25.253714,2609900,21.457743
"2004-10-28",25.281681,25.552023,25.193121,25.524057,1892000,21.687439
"2004-10-29",25.524057,25.552023,25.146509,25.398207,3059400,21.580507
"2004-11-01",25.216425,25.435495,25.127865,25.416851,1824100,21.596348
"2004-11-02",25.36092,25.701178,25.272358,25.370241,2041400,21.556742
"2004-11-03",25.631262,25.785076,25.533379,25.780416,1684600,21.905272
"2004-11-04",25.775755,26.684666,25.738466,26.563477,3039600,22.570625
"2004-11-05",26.568138,27.104162,26.568138,27.066874,4338100,22.998346
"2004-11-08",26.917719,27.118145,26.917719,27.006279,2846600,22.946859
"2004-11-09",26.92704,26.982973,26.698648,26.829159,1380100,22.796366
"2004-11-10",26.917719,26.950346,26.563477,26.600765,1446000,22.602308
"2004-11-11",26.66136,26.70797,26.437628,26.684666,1918200,22.673597
"2004-11-12",26.740599,26.852463,26.596104,26.852463,1567500,22.816177
"2004-11-15",26.754581,26.987635,26.698648,26.79187,1489100,22.764683
"2004-11-16",26.754581,26.801191,26.372374,26.405001,2383000,22.435959
"2004-11-17",26.502882,26.614748,26.227879,26.307117,3108300,22.352797
"2004-11-18",26.288473,26.442289,26.195251,26.405001,2314700,22.435959
"2004-11-19",26.358389,26.451611,26.036776,26.036776,1616800,22.123087
"2004-11-22",26.125336,26.488899,25.985504,26.451611,2168600,22.475573
"2004-11-23",26.451611,26.70797,26.335085,26.540171,1919900,22.550816
"2004-11-24",26.521526,26.600765,26.479578,26.544832,1448000,22.554775
"2004-11-26",26.498222,26.670681,26.498222,26.568138,615500,22.574585
"2004-11-29",26.405001,26.698648,26.405001,26.544832,1738300,22.554775
"2004-11-30",26.465593,26.596104,26.456272,26.498222,1722000,22.515171
"2004-12-01",26.568138,27.029585,26.568138,26.978313,2876900,22.923096
"2004-12-02",26.964329,27.043568,26.843142,26.945684,947800,22.89538
"2004-12-03",26.894413,27.230011,26.83848,27.169416,1368200,23.085485
"2004-12-06",26.987635,27.183399,26.847803,26.992296,861500,22.934988
"2004-12-07",26.945684,27.318571,26.852463,27.020262,1870400,22.958748
"2004-12-08",27.048229,27.724085,27.048229,27.495691,2499200,23.362715
"2004-12-09",27.290606,28.101633,27.290606,28.09231,3947800,23.869654
"2004-12-10",27.966461,28.306719,27.966461,28.082989,2459100,23.861727
"2004-12-13",28.106293,28.805454,28.013071,28.78215,3819200,24.455801
"2004-12-14",28.525789,28.903337,28.52113,28.898676,3260000,24.588663
"2004-12-15",28.903337,29.383429,28.898676,28.912659,3752700,24.600552
"2004-12-16",28.735538,29.364784,28.688929,29.159697,3944900,24.810751
"2004-12-17",28.945288,29.765636,28.945288,29.541904,4488500,25.135954
"2004-12-20",29.364784,29.826231,29.364784,29.38809,1959300,25.005075
"2004-12-21",29.248257,29.52326,29.224951,29.406734,2795300,25.02095
"2004-12-22",29.224951,29.574532,29.224951,29.458006,2545700,25.064564
"2004-12-23",29.4347,29.546566,29.38809,29.47665,1951800,25.080427
"2004-12-27",29.425379,29.453344,29.131731,29.271563,1750100,24.905933
"2004-12-28",29.360123,29.644449,29.30419,29.621143,1977900,25.203369
"2004-12-29",29.504616,29.607161,29.341478,29.39275,1459400,25.009045
"2004-12-30",29.34614,29.551228,29.248257,29.448683,1237300,25.056637
"2004-12-31",29.4347,29.625805,29.355461,29.355461,748000,24.977318
"2005-01-03",29.243595,29.355461,29.094442,29.150375,2172800,24.802822
"2005-01-04",29.085119,29.220291,28.702911,28.702911,2356700,24.422091
"2005-01-05",28.82876,28.898676,28.679605,28.721556,2253000,24.437954
"2005-01-06",28.763506,29.108425,28.763506,28.991898,1440400,24.667974
"2005-01-07",28.996559,29.122408,28.898676,28.949947,1058300,24.632278
"2005-01-10",28.852066,29.001221,28.758844,28.824099,1829400,24.525202
"2005-01-11",28.82876,28.82876,28.381296,28.43257,2397900,24.192066
"2005-01-12",28.479179,28.563078,28.297398,28.493162,2254900,24.243622
"2005-01-13",28.898676,29.4347,28.842743,28.954609,3598300,24.636248
"2005-01-14",29.024525,29.579193,29.019865,29.5186,2040100,25.116129
"2005-01-18",29.332157,29.956741,29.332157,29.868181,2772100,25.413568
"2005-01-19",29.760975,30.077929,29.700382,29.765636,2247800,25.326315
"2005-01-20",29.597837,29.691059,29.38809,29.471989,3406800,25.076466
"2005-01-21",29.471989,29.509277,29.131731,29.131731,2079300,24.786947
"2005-01-24",29.178341,29.369446,28.852066,28.861387,1783700,24.556934
"2005-01-25",29.033848,29.122408,28.847404,28.907999,1366200,24.596586
"2005-01-26",28.907999,29.164358,28.907999,29.150375,2275900,24.802822
"2005-01-27",29.159697,29.961401,29.108425,29.695721,3490600,25.266825
"2005-01-28",29.737671,29.830893,29.252918,29.681738,2191800,25.25493
"2005-01-31",29.737671,29.826231,29.318172,29.448683,2741500,25.056637
"2005-02-01",29.621143,29.728348,29.276224,29.471989,2883000,25.076466
"2005-02-02",29.411394,29.770298,29.364784,29.602499,1174600,25.18751
"2005-02-03",29.691059,29.947418,29.541904,29.891485,3945100,25.433401
"2005-02-04",29.90547,30.553358,29.779619,30.553358,2394700,25.996553
"2005-02-07",30.553358,31.229216,30.497425,30.996161,3001600,26.373314
"2005-02-08",30.413527,30.856329,29.947418,30.641918,6154400,26.071905
"2005-02-09",30.618614,30.632597,29.928774,30.087252,2278400,25.599968
"2005-02-10",30.068607,30.101234,29.854197,29.868181,3336600,25.413568
"2005-02-11",29.784281,30.413527,29.691059,30.34827,2937000,25.822054
"2005-02-14",30.34827,30.390221,30.166489,30.296999,1336000,25.778439
"2005-02-15",30.296999,30.464798,30.133862,30.283016,2052500,25.766523
"2005-02-16",30.25971,30.296999,30.096573,30.203777,1567000,25.699112
"2005-02-17",30.199118,30.255051,29.798264,29.798264,2116600,25.354076
"2005-02-18",29.816908,30.012674,29.714365,29.723686,3220700,25.290621
"2005-02-22",29.719027,29.728348,29.141052,29.210968,4379000,24.854374
"2005-02-23",29.150375,29.364784,29.057154,29.131731,3153600,24.786947
"2005-02-24",29.085119,29.220291,28.777489,29.16902,2845300,24.81868
"2005-02-25",29.271563,29.970724,29.248257,29.891485,2228100,25.433401
"2005-02-28",29.840214,30.180473,29.621143,29.877502,1643900,25.421503
"2005-03-01",30.110556,30.227083,29.970724,30.1292,2653800,25.635658
"2005-03-02",30.012674,30.590647,29.896147,30.51141,3176100,25.960865
"2005-03-03",30.604631,30.809717,30.460136,30.669886,1785200,26.095701
"2005-03-04",30.763107,31.201248,30.679207,31.177942,2710000,26.527987
"2005-03-07",31.089382,31.695322,31.089382,31.588118,2476400,26.876987
"2005-03-08",31.457607,31.55549,31.145315,31.210571,2451000,26.555754
"2005-03-09",31.149977,31.154638,30.795734,30.833023,2169900,26.23451
"2005-03-10",30.870312,31.033449,30.716496,30.786413,2570000,26.194851
"2005-03-11",30.833023,30.963533,30.64658,30.795734,2128000,26.202778
"2005-03-14",30.874973,31.210571,30.874973,31.187265,1570200,26.535917
"2005-03-15",31.229216,31.550829,31.201248,31.387691,2344300,26.706455
"2005-03-16",31.233875,31.392353,31.066076,31.066076,2234400,26.432804
"2005-03-17",31.066076,31.154638,30.68853,30.702513,2795500,26.123459
"2005-03-18",30.669886,30.781752,30.366915,30.408865,6467900,25.873615
"2005-03-21",30.464798,30.502087,30.231745,30.278355,1473700,25.762571
"2005-03-22",30.343611,30.562681,30.101234,30.105896,2774500,25.615829
"2005-03-23",30.12454,30.399544,29.900808,30.34827,2276300,25.822054
"2005-03-24",30.310982,30.590647,30.310982,30.385559,1593400,25.853785
"2005-03-28",30.408865,30.553358,30.278355,30.278355,1190100,25.762571
"2005-03-29",30.152506,30.306322,30.008013,30.063946,2428200,25.613653
"2005-03-30",30.203777,31.052094,30.180473,31.052094,2934500,26.455528
"2005-03-31",31.052094,31.275826,30.837685,31.16396,2220100,26.550835
"2005-04-01",31.280487,31.345741,30.749125,30.749125,1514800,26.197407
"2005-04-04",30.763107,30.879635,30.539375,30.739801,1728500,26.189463
"2005-04-05",30.837685,31.322435,30.837685,31.25252,1865400,26.626284
"2005-04-06",31.257181,31.373709,31.014805,31.112688,1395900,26.507153
"2005-04-07",31.182604,31.532185,31.182604,31.476252,1934800,26.816893
"2005-04-08",31.508879,31.583456,31.196587,31.443624,1776100,26.789101
"2005-04-11",31.462269,31.765238,31.462269,31.616085,1990200,26.936033
"2005-04-12",31.578796,31.914392,31.51354,31.8538,2693500,27.138557
"2005-04-13",31.905071,32.263973,31.401674,31.452946,2502200,26.797047
"2005-04-14",31.536846,31.536846,30.916924,30.963533,2103000,26.380074
"2005-04-15",30.856329,30.860991,29.830893,29.877502,4622600,25.454807
"2005-04-18",29.872841,29.970724,29.294868,29.294868,4937700,24.95842
"2005-04-19",29.364784,29.593176,29.150375,29.201647,4015800,24.879002
"2005-04-20",29.271563,29.355461,28.889355,28.991898,3461000,24.7003
"2005-04-21",30.157167,30.525393,29.178341,29.537245,6378300,25.164923
"2005-04-22",29.667753,30.273693,29.555889,29.765636,3919700,25.359497
"2005-04-25",29.840214,30.292337,29.840214,30.269033,3147100,25.788378
"2005-04-26",30.296999,30.795734,30.269033,30.68853,3291100,26.145779
"2005-04-27",30.693192,30.77709,30.390221,30.711836,3071900,26.165632
"2005-04-28",30.530054,30.534714,29.467327,29.537245,4572100,25.164923
"2005-04-29",29.737671,29.900808,28.991898,29.248257,5621200,24.918705
"2005-05-02",29.271563,29.364784,28.339348,28.572401,7124900,24.342897
"2005-05-03",28.567739,28.637655,28.241465,28.371975,5045900,24.172131
"2005-05-04",28.43257,28.949947,28.339348,28.945288,5081900,24.660582
"2005-05-05",28.898676,29.099102,28.619011,28.949947,3874700,24.664557
"2005-05-06",29.010542,29.085119,28.805454,28.866049,2650600,24.593077
"2005-05-09",28.866049,29.252918,28.721556,29.201647,2143100,24.879002
"2005-05-10",29.015203,29.122408,28.637655,28.735538,2901900,24.481882
"2005-05-11",28.730877,28.95927,28.404602,28.880032,1670300,24.604988
"2005-05-12",28.880032,28.949947,28.437229,28.581722,2292600,24.350836
"2005-05-13",28.670284,28.679605,28.152905,28.339348,3036400,24.144333
"2005-05-16",28.390619,28.842743,28.152905,28.842743,2153800,24.573215
"2005-05-17",28.726217,29.196985,28.511806,29.141052,2173400,24.827374
"2005-05-18",29.308851,30.077929,29.196985,30.04064,3246900,25.593792
"2005-05-19",30.063946,30.427509,30.017334,30.390221,2373800,25.891626
"2005-05-20",30.376238,30.413527,30.133862,30.296999,1387400,25.812197
"2005-05-23",30.436832,30.739801,30.296999,30.679207,1575500,26.137833
"2005-05-24",30.986839,31.229216,30.958872,31.229216,3858300,26.606426
"2005-05-25",31.229216,31.345741,30.940228,31.033449,2455600,26.439644
"2005-05-26",31.089382,31.369047,31.070738,31.355064,2032200,26.713652
"2005-05-27",31.261843,31.6021,31.261843,31.434301,2022100,26.781158
"2005-05-31",31.410997,31.676678,31.289808,31.480913,1675000,26.820873
"2005-06-01",31.33642,31.998293,31.238537,31.6021,3015800,26.924116
"2005-06-02",31.564812,32.566944,31.42498,32.538979,3760300,27.722305
"2005-06-03",32.538979,32.585587,32.245331,32.408466,2994400,27.611115
"2005-06-06",32.371178,32.511009,32.277958,32.305923,1680000,27.523752
"2005-06-07",32.310585,32.632198,32.236008,32.259312,2360000,27.484039
"2005-06-08",32.263973,32.487705,31.951681,32.072868,1696400,27.325197
"2005-06-09",32.044903,32.492367,31.830494,32.45974,1508300,27.654799
"2005-06-10",32.431774,32.50169,31.886427,31.979649,2124600,27.245768
"2005-06-13",31.81185,32.086853,31.648712,31.788544,1966300,27.08296
"2005-06-14",31.793205,32.16143,31.783882,32.138126,1791900,27.380793
"2005-06-15",32.16143,32.347874,31.835155,32.03558,2021400,27.293427
"2005-06-16",32.058887,32.25465,31.928377,32.156769,1893500,27.396685
"2005-06-17",32.231346,32.399143,32.030918,32.287281,2180800,27.507868
"2005-06-20",32.16143,32.422451,32.082191,32.319908,1052100,27.535666
"2005-06-21",32.273296,32.487705,32.021599,32.068207,1693200,27.362661
"2005-06-22",32.566944,32.566944,32.16143,32.175415,1751100,27.454134
"2005-06-23",32.175415,32.319908,31.746593,31.793205,1776100,27.128008
"2005-06-24",31.695322,31.891088,31.616085,31.639389,2604000,26.996763
"2005-06-27",31.527523,31.769899,31.345741,31.569473,1745400,26.937109
"2005-06-28",31.662695,32.030918,31.653374,31.905071,1012800,27.223459
"2005-06-29",31.909733,32.016937,31.783882,31.8538,1621900,27.179722
"2005-06-30",31.891088,31.974987,31.653374,31.797867,2576700,27.131994
"2005-07-01",31.797867,32.07753,31.732611,32.016937,1474100,27.318913
"2005-07-05",31.919054,32.483044,31.774561,32.208042,1450100,27.481977
"2005-07-06",32.170753,32.315247,32.082191,32.082191,1351900,27.374594
"2005-07-07",31.69066,32.054226,31.387691,31.970325,3271600,27.279144
"2005-07-08",31.961004,32.50169,31.928377,32.389824,1347500,27.637081
"2005-07-11",32.417789,32.916523,32.338551,32.869915,1769800,28.04673
"2005-07-12",32.869915,32.869915,32.604233,32.758049,1457900,27.951284
"2005-07-13",32.818642,32.9911,32.73008,32.81398,2006800,27.999008
"2005-07-14",32.417789,32.674149,31.648712,31.648712,6703900,27.004723
"2005-07-15",31.835155,32.068207,31.532185,31.630068,3350900,26.988813
"2005-07-18",31.569473,31.676678,31.29447,31.299131,3706200,26.706438
"2005-07-19",31.550829,31.81185,31.443624,31.508879,3471900,26.885405
"2005-07-20",31.508879,31.928377,31.229216,31.90041,1847000,27.219486
"2005-07-21",31.94236,31.94236,31.574135,31.737272,1772400,27.080288
"2005-07-22",31.788544,31.965666,31.55549,31.965666,1712700,27.275167
"2005-07-25",31.947021,32.142784,31.81185,31.835155,1780300,27.163807
"2005-07-26",32.16143,32.301262,31.965666,32.222023,1806200,27.493902
"2005-07-27",32.25465,32.352535,31.863121,31.877104,1710000,27.199596
"2005-07-28",31.881765,32.632198,31.858459,32.436432,1799600,27.676855
"2005-07-29",32.431774,32.464401,31.872444,31.914392,1509100,27.231421
"2005-08-01",31.019466,32.212704,31.019466,31.947021,1400200,27.25926
"2005-08-02",31.951681,32.277958,31.8538,32.166092,1529000,27.44618
"2005-08-03",32.072868,32.450417,32.072868,32.245331,1793400,27.5138
"2005-08-04",32.170753,32.319908,31.914392,32.072868,2392600,27.36664
"2005-08-05",32.007614,32.170753,31.825832,31.881765,2773800,27.203575
"2005-08-08",31.886427,32.02626,31.648712,31.793205,1598600,27.128008
"2005-08-09",31.881765,32.030918,31.81185,31.881765,1798300,27.203575
"2005-08-10",31.881765,32.389824,31.881765,32.133465,2136600,27.418344
"2005-08-11",32.049564,32.091515,31.699984,31.979649,2265900,27.287092
"2005-08-12",31.886427,31.98431,31.569473,31.597441,1996100,26.96097
"2005-08-15",31.620745,31.727949,31.536846,31.6021,1456400,26.964945
"2005-08-16",31.6021,31.672016,31.494896,31.546167,2558700,26.917223
"2005-08-17",31.583456,31.765238,31.532185,31.532185,2338900,26.905291
"2005-08-18",31.462269,31.51354,31.369047,31.462269,1499700,26.845636
"2005-08-19",31.578796,31.583456,31.434301,31.480913,1209300,26.861546
"2005-08-22",31.275826,31.443624,31.024128,31.131332,3133400,26.563261
"2005-08-23",31.094044,31.299131,31.038111,31.210571,2696800,26.630871
"2005-08-24",31.215231,31.29447,31.000822,31.084721,1782600,26.523485
"2005-08-25",30.64658,31.140654,30.623274,31.028788,1742300,26.475765
"2005-08-26",31.061417,31.112688,30.623274,30.660563,2023000,26.161564
"2005-08-29",30.613953,30.613953,30.296999,30.343611,4949300,25.891119
"2005-08-30",30.273693,30.273693,28.977915,29.178341,6914600,24.896837
"2005-08-31",29.178341,29.551228,29.178341,29.462667,6169100,25.139448
"2005-09-01",29.569872,29.649109,28.581722,28.60969,5842300,24.411629
"2005-09-02",28.954609,28.954609,28.157566,28.581722,4302500,24.387777
"2005-09-06",28.712233,29.183002,28.684267,29.155035,3207700,24.919621
"2005-09-07",29.108425,29.989368,29.099102,29.816908,3829500,25.485338
"2005-09-08",29.672415,29.677076,29.089781,29.094442,4291100,24.86784
"2005-09-09",29.094442,29.383429,29.010542,29.355461,3612000,25.090929
"2005-09-12",29.271563,29.411394,28.880032,29.015203,3646500,24.800106
"2005-09-13",29.019865,29.467327,28.968592,29.360123,4833400,25.094917
"2005-09-14",29.38809,29.588516,29.192324,29.192324,4415500,24.951498
"2005-09-15",29.196985,29.276224,28.884693,28.912659,2836600,24.712458
"2005-09-16",28.91732,29.015203,28.572401,28.665623,7118100,24.501308
"2005-09-19",28.735538,28.735538,28.17621,28.385958,3565000,24.262268
"2005-09-20",28.418585,28.474518,28.017733,28.129599,3725100,24.043159
"2005-09-21",28.036377,28.055021,27.705441,27.9618,4147100,23.899733
"2005-09-22",28.078327,28.754183,27.924511,28.460535,2856800,24.326008
"2005-09-23",28.502485,28.968592,28.334686,28.82876,2514400,24.640747
"2005-09-26",28.991898,29.164358,28.553757,28.69825,2262700,24.529194
"2005-09-27",28.632996,28.842743,28.339348,28.614351,2207000,24.457489
"2005-09-28",28.581722,28.726217,28.13426,28.348669,2212100,24.230404
"2005-09-29",28.404602,28.404602,27.901205,28.218159,2923200,24.118841
"2005-09-30",28.260109,29.439362,28.190193,29.364784,3258700,25.098896
"2005-10-03",29.532583,29.532583,29.248257,29.38809,2054600,25.118818
"2005-10-04",29.61182,30.110556,29.527922,29.588516,3378900,25.290129
"2005-10-05",29.551228,29.649109,29.122408,29.444023,2736400,25.16663
"2005-10-06",30.343611,30.34827,29.38809,29.695721,4323000,25.381765
"2005-10-07",29.765636,29.924112,29.406734,29.593176,2122300,25.294115
"2005-10-10",29.593176,29.649109,28.82876,28.866049,2984100,24.672617
"2005-10-11",28.963932,29.196985,28.595707,28.6563,2171000,24.493338
"2005-10-12",28.670284,29.057154,27.999088,28.171549,3359100,24.07901
"2005-10-13",28.17621,28.409264,27.82663,28.26943,2856600,24.16267
"2005-10-14",28.427908,28.688929,28.413925,28.595707,1627200,24.441545
"2005-10-17",28.591045,28.591045,28.041039,28.17621,2089200,24.082998
"2005-10-18",28.199514,28.208838,27.299927,27.546965,4376000,23.54516
"2005-10-19",27.556286,28.791471,27.509676,28.791471,4443600,24.608871
"2005-10-20",28.87537,29.224951,28.385958,28.43257,3320200,24.302114
"2005-10-21",28.577063,28.838083,28.204176,28.577063,1933700,24.425611
"2005-10-24",28.460535,28.940626,28.43257,28.880032,2615000,24.684574
"2005-10-25",28.78215,28.926643,28.278753,28.437229,2427300,24.306097
"2005-10-26",28.390619,28.423246,27.817307,27.882561,4101400,23.831997
"2005-10-27",27.887222,27.891884,27.038906,27.080856,4433700,23.146767
"2005-10-28",27.085518,27.752052,27.085518,27.686796,2204100,23.664679
"2005-10-31",27.87324,28.036377,27.789341,27.789341,3263700,23.752319
"2005-11-01",27.803324,27.803324,27.430437,27.48637,3634200,23.493366
"2005-11-02",27.546965,28.353331,27.407131,28.171549,2169500,24.07901
"2005-11-03",28.385958,28.847404,28.344007,28.65164,3643300,24.489353
"2005-11-04",28.87537,28.931303,28.525789,28.921982,2336200,24.720421
"2005-11-07",28.852066,28.945288,28.600367,28.707573,2922500,24.537167
"2005-11-08",28.707573,28.721556,28.413925,28.493162,2037100,24.353903
"2005-11-09",28.605028,28.78215,28.39994,28.539774,2512700,24.39374
"2005-11-10",28.409264,29.681738,28.278753,29.635126,3963600,25.329973
"2005-11-11",29.318172,29.5186,29.271563,29.448683,1695100,25.170618
"2005-11-14",29.383429,29.77496,29.341478,29.714365,1295900,25.397697
"2005-11-15",29.798264,29.830893,29.299528,29.402073,1875700,25.130774
"2005-11-16",29.5186,29.527922,29.248257,29.248257,1581400,24.999304
"2005-11-17",29.318172,29.416056,29.243595,29.416056,2059900,25.142725
"2005-11-18",29.621143,29.728348,29.416056,29.663094,1739400,25.353882
"2005-11-21",29.593176,30.077929,29.471989,30.049963,2390500,25.684538
"2005-11-22",29.933435,30.161829,29.742331,30.091911,1664700,25.72039
"2005-11-23",30.008013,30.329626,29.95208,30.189795,1734700,25.804062
"2005-11-25",30.292337,30.320305,30.087252,30.147844,643000,25.768202
"2005-11-28",30.194456,30.296999,29.691059,29.709703,2401700,25.393715
"2005-11-29",29.947418,30.231745,29.816908,30.217762,2421800,25.827971
"2005-11-30",30.292337,30.809717,30.073267,30.115217,2959400,25.740322
"2005-12-01",30.902939,31.55549,30.758446,31.359724,4697600,26.804041
"2005-12-02",31.415657,31.639389,31.173283,31.378368,2959000,26.819965
"2005-12-05",31.182604,31.331758,31.103365,31.308453,2241900,26.760212
"2005-12-06",31.387691,31.653374,31.182604,31.25252,2541000,26.7124
"2005-12-07",31.182604,31.317776,30.809717,31.261843,8016500,26.720366
"2005-12-08",31.233875,31.699984,31.182604,31.532185,2697400,26.951435
"2005-12-09",31.546167,31.6021,31.215231,31.550829,2689500,26.967373
"2005-12-12",31.564812,31.751255,31.522863,31.667356,1649200,27.066982
"2005-12-13",31.578796,31.746593,31.406336,31.55549,4119900,27.013111
"2005-12-14",31.616085,31.779222,31.410997,31.541508,3690900,27.001133
"2005-12-15",31.508879,31.830494,31.355064,31.578796,2847500,27.033056
"2005-12-16",31.578796,31.676678,31.420319,31.564812,4316900,27.021091
"2005-12-19",31.560152,31.564812,31.159298,31.210571,2268000,26.717834
"2005-12-20",31.135994,31.438963,31.098705,31.210571,2329300,26.717834
"2005-12-21",31.24786,31.508879,31.229216,31.322435,1867900,26.813602
"2005-12-22",31.438963,31.723289,31.275826,31.718628,1684000,27.152763
"2005-12-23",31.737272,31.765238,31.406336,31.443624,1008700,26.917349
"2005-12-27",31.448286,31.6021,31.257181,31.299131,1505900,26.793648
"2005-12-28",31.299131,31.476252,31.210571,31.238537,1198800,26.741777
"2005-12-29",31.392353,31.844477,31.322435,31.583456,1584200,27.037043
"2005-12-30",31.578796,31.583456,31.215231,31.215231,1658800,26.72183
"2006-01-03",31.285149,31.499557,30.977516,31.46693,2889500,26.93729
"2006-01-04",31.583456,31.923716,31.536846,31.81185,3731200,27.232565
"2006-01-05",31.81185,32.058887,31.518202,31.732611,3187200,27.164734
"2006-01-06",31.849138,32.068207,31.807188,31.94236,1310200,27.344292
"2006-01-09",31.709305,32.497028,31.709305,32.2966,2391800,27.647537
"2006-01-10",32.044903,32.291939,31.872444,32.198719,2279400,27.56374
"2006-01-11",32.184734,32.627537,32.114819,32.618217,2019900,27.922853
"2006-01-12",32.441093,32.524994,32.203381,32.310585,1672000,27.659508
"2006-01-13",32.399143,32.534317,32.2966,32.417789,1285800,27.751278
"2006-01-17",32.245331,32.394485,32.054226,32.166092,2823800,27.535814
"2006-01-18",32.166092,32.511009,31.769899,31.769899,3335500,27.196653
"2006-01-19",31.835155,32.096176,31.508879,31.974987,2138600,27.372215
"2006-01-20",31.974987,31.979649,31.024128,31.033449,3218400,26.566221
"2006-01-23",31.047432,31.219893,30.893618,31.038111,1880800,26.570204
"2006-01-24",31.140654,31.415657,31.075399,31.215231,2088500,26.72183
"2006-01-25",31.331758,31.429642,31.173283,31.313114,1870200,26.805618
"2006-01-26",31.532185,31.909733,31.462269,31.755917,1633800,27.184681
"2006-01-27",31.81185,32.263973,31.755917,32.184734,1590600,27.551769
"2006-01-30",32.277958,32.277958,31.289808,31.34108,2764600,26.829561
"2006-01-31",31.485575,31.788544,30.958872,31.061417,3886600,26.590151
"2006-02-01",30.968195,31.681339,30.968195,31.681339,2579000,27.120838
"2006-02-02",31.462269,31.462269,30.870312,31.066076,2194100,26.594143
"2006-02-03",30.949551,31.11735,30.716496,30.786413,2081200,26.354734
"2006-02-06",30.944889,31.159298,30.814379,31.135994,2915500,26.653996
"2006-02-07",30.716496,31.438963,30.427509,31.033449,1760000,26.566221
"2006-02-08",30.12454,30.996161,30.12454,30.814379,2234900,26.378683
"2006-02-09",31.741934,31.877104,31.457607,31.527523,3266000,26.989164
"2006-02-10",32.114819,32.608894,32.086853,32.366516,5499000,27.707382
"2006-02-13",32.16143,32.25465,31.998293,32.114819,2311600,27.491922
"2006-02-14",32.152107,32.16143,31.718628,32.03558,2833000,27.424088
"2006-02-15",31.821171,32.590248,31.81185,32.50169,2256800,27.823097
"2006-02-16",32.277958,32.524994,32.259312,32.394485,2641200,27.731329
"2006-02-17",32.25465,32.464401,32.184734,32.291939,1418500,27.643541
"2006-02-21",32.291939,32.291939,31.6021,31.616085,2215300,27.064978
"2006-02-22",31.620745,32.096176,31.611423,31.844477,1723200,27.260489
"2006-02-23",31.672016,32.082191,31.672016,32.044903,1830900,27.432072
"2006-02-24",32.068207,32.156769,31.914392,31.947021,1690700,27.348274
"2006-02-27",31.928377,32.287281,31.877104,32.277958,1593600,27.631575
"2006-02-28",32.16143,32.282619,31.881765,31.881765,2530300,27.292412
"2006-03-01",31.998293,32.277958,31.933037,32.072868,1579700,27.456013
"2006-03-02",32.002953,32.100838,31.81185,31.872444,2513400,27.284439
