"","EL.Open","EL.High","EL.Low","EL.Close","EL.Volume","EL.Adjusted"
"2009-08-18",17.535,17.625,17.33,17.42,4781200,14.905414
"2009-08-19",17.315001,17.555,17.264999,17.5,3113200,14.973867
"2009-08-20",17.469999,17.74,17.08,17.690001,4688400,15.136438
"2009-08-21",17.780001,18.040001,17.594999,17.92,3046200,15.333239
"2009-08-24",17.915001,18.08,17.745001,17.805,1502400,15.234839
"2009-08-25",17.860001,18.139999,17.764999,17.969999,1736600,15.37602
"2009-08-26",17.93,18.055,17.85,17.950001,2023800,15.358908
"2009-08-27",17.99,18.174999,17.825001,18.125,1580000,15.508643
"2009-08-28",18.5,18.584999,18.155001,18.285,3224000,15.645546
"2009-08-31",18.135,18.200001,17.865,17.924999,1701600,15.337514
"2009-09-01",17.795,18.08,17.32,17.35,2838800,14.845519
"2009-09-02",17.360001,17.360001,16.844999,17,4965600,14.546043
"2009-09-03",16.995001,17.08,16.57,16.84,3589400,14.409136
"2009-09-04",16.865,17.309999,16.83,17.290001,2149600,14.79418
"2009-09-08",17.32,17.495001,17.245001,17.334999,2239400,14.83268
"2009-09-09",17.264999,17.625,16.91,17.145,4222800,14.670108
"2009-09-10",17.120001,17.35,17.08,17.24,4610200,14.751396
"2009-09-11",17.26,17.315001,17.055,17.125,3303800,14.652996
"2009-09-14",17.014999,17.34,16.945,17.309999,2260800,14.811289
"2009-09-15",17.254999,17.565001,17.23,17.455,3127800,14.935361
"2009-09-16",17.455,17.764999,17.405001,17.745001,2414200,15.183503
"2009-09-17",17.74,18.030001,17.635,17.709999,2534000,15.153553
"2009-09-18",17.889999,18.584999,17.785,18.395,6334800,15.739673
"2009-09-21",18.200001,18.445,18.120001,18.379999,3663200,15.726835
"2009-09-22",18.424999,18.754999,18.25,18.66,4366800,15.966417
"2009-09-23",18.725,18.955,18.450001,18.49,3808400,15.820962
"2009-09-24",18.639999,18.674999,18.02,18.07,3020000,15.461583
"2009-09-25",18.045,18.315001,17.9,17.915001,1738400,15.328958
"2009-09-28",18.01,18.440001,17.965,18.18,1510800,15.555703
"2009-09-29",18.275,18.555,18.245001,18.355,1883400,15.705442
"2009-09-30",18.385,18.594999,18.040001,18.540001,2093000,15.863742
"2009-10-01",18.424999,18.504999,17.950001,17.969999,3480600,15.37602
"2009-10-02",17.879999,18.32,17.799999,18.17,3431400,15.547151
"2009-10-05",18.174999,18.385,18,18.344999,2818200,15.696888
"2009-10-06",18.41,18.775,18.405001,18.459999,3062800,15.795292
"2009-10-07",18.83,19.295,18.809999,19.280001,4724200,16.49692
"2009-10-08",19.41,19.959999,19.375,19.764999,4172200,16.911911
"2009-10-09",19.76,19.860001,19.575001,19.84,1784200,16.976082
"2009-10-12",19.48,19.715,19.315001,19.365,3860400,16.569653
"2009-10-13",19.285,19.405001,19.110001,19.26,2563800,16.479807
"2009-10-14",19.375,19.5,19.174999,19.42,2012400,16.616713
"2009-10-15",19.35,19.565001,19.084999,19.559999,1390600,16.736498
"2009-10-16",20.735001,21.32,20.424999,20.555,9920600,17.587872
"2009-10-19",20.915001,20.995001,20.610001,20.85,3303800,17.840288
"2009-10-20",21,21.1,20.73,20.955,2724400,17.930132
"2009-10-21",20.825001,21.6,20.825001,21.16,5475400,18.105539
"2009-10-22",21.315001,21.52,21.065001,21.375,2607400,18.289503
"2009-10-23",21.4,21.455,20.870001,21,2060000,17.968639
"2009-10-26",21.045,21.535,20.745001,20.83,2444600,17.823175
"2009-10-27",20.83,21.09,20.57,20.610001,3077400,17.634933
"2009-10-28",20.59,20.825001,19.99,20.014999,3826200,17.125828
"2009-10-29",20.184999,20.785,20.065001,20.57,5018600,17.600708
"2009-10-30",22.084999,22.719999,21.25,21.25,20105200,18.182549
"2009-11-02",21.575001,22.24,21.370001,22.195,6843400,18.991135
"2009-11-03",21.940001,22.355,21.815001,22.33,5351000,19.106651
"2009-11-04",22.51,22.6,22.290001,22.370001,3579200,19.140877
"2009-11-05",22.405001,23.120001,22.344999,23.084999,7217200,19.752665
"2009-11-06",23.049999,23.405001,22.655001,23.375,6401400,20.000803
"2009-11-09",23.565001,23.715,23.385,23.57,4720200,20.167662
"2009-11-10",23.52,23.805,23.33,23.424999,5184800,20.043589
"2009-11-11",23.530001,23.715,23.08,23.264999,4879000,19.906685
"2009-11-12",23.305,23.35,23.055,23.23,6684000,19.87674
"2009-11-13",23.280001,23.395,23.07,23.315001,3286600,19.949469
"2009-11-16",23.405001,24.455,23.365,24.43,7162400,20.903511
"2009-11-17",24.334999,24.545,24.27,24.504999,4522200,20.967688
"2009-11-18",24.455,24.530001,23.85,24.075001,4372200,20.59976
"2009-11-19",23.934999,23.969999,23.43,23.805,2750800,20.368734
"2009-11-20",23.705,23.969999,23.469999,23.93,4162600,20.475691
"2009-11-23",24.205,24.615,24.014999,24.145,3260600,20.659653
"2009-11-24",24.125,24.32,23.905001,24.025,3531200,20.556976
"2009-11-25",24.07,24.15,23.875,24.110001,2405400,21.113047
"2009-11-27",23.530001,23.615,23.07,23.495001,1599400,20.574493
"2009-11-30",23.559999,23.559999,23.209999,23.415001,3160000,20.504436
"2009-12-01",23.58,24.355,23.58,24.334999,4140600,21.310078
"2009-12-02",24.299999,24.77,24.225,24.75,4051800,21.673492
"2009-12-03",24.719999,25.025,24.594999,24.665001,5322000,21.599058
"2009-12-04",24.885,25,24.395,24.405001,7840000,21.371376
"2009-12-07",24.42,24.74,24.200001,24.535,4384800,21.485216
"2009-12-08",24.434999,24.434999,23.780001,23.92,6750800,20.946659
"2009-12-09",24.075001,24.145,23.545,23.764999,3302000,20.810934
"2009-12-10",23.795,24.195,23.795,24.1,4932600,21.104288
"2009-12-11",24.275,24.799999,24.155001,24.65,3528800,21.585926
"2009-12-14",24.875,25.219999,24.799999,25.139999,3947400,22.015009
"2009-12-15",25.065001,25.105,24.879999,24.959999,2567200,21.857388
"2009-12-16",25.09,25.285,24.745001,24.77,2353600,21.691006
"2009-12-17",24.655001,24.674999,24.045,24.075001,3092200,21.082392
"2009-12-18",24.18,24.18,23.545,23.745001,3995600,20.793415
"2009-12-21",23.780001,24.24,23.780001,23.985001,2784800,21.003588
"2009-12-22",23.924999,24.174999,23.860001,24.035,2945800,21.047367
"2009-12-23",24.120001,24.225,24.025,24.17,1582200,21.165586
"2009-12-24",24.215,24.5,24.215,24.395,382600,21.362614
"2009-12-28",24.434999,24.700001,24.434999,24.645,2199200,21.581545
"2009-12-29",24.620001,24.92,24.545,24.709999,1600000,21.63846
"2009-12-30",24.629999,24.705,24.48,24.584999,1166000,21.528999
"2009-12-31",24.620001,24.725,24.18,24.18,1148000,21.174345
"2010-01-04",24.344999,24.445,24.115,24.27,3508400,21.253151
"2010-01-05",24.195,24.245001,23.825001,24.174999,3246000,21.16997
"2010-01-06",24.309999,24.445,24.08,24.25,4447200,21.235638
"2010-01-07",24.209999,24.6,23.940001,24.555,3864800,21.502731
"2010-01-08",24.434999,24.684999,24.275,24.655001,2221600,21.590305
"2010-01-11",24.74,24.915001,24.27,24.889999,3271600,21.796083
"2010-01-12",24.795,25.209999,24.674999,24.780001,3761000,21.69976
"2010-01-13",24.844999,25.049999,24.684999,24.985001,3205800,21.879284
"2010-01-14",24.975,25.084999,24.709999,24.950001,3004000,21.848631
"2010-01-15",25.025,25.200001,24.754999,24.879999,4555600,21.787336
"2010-01-19",24.895,25.235001,24.709999,24.995001,3195800,21.888035
"2010-01-20",24.764999,24.870001,24.4,24.52,3143400,21.472086
"2010-01-21",26.275,26.885,26.145,26.764999,17290600,23.438019
"2010-01-22",26.745001,26.99,26.440001,26.584999,5699200,23.280396
"2010-01-25",26.805,26.915001,26.475,26.584999,4302400,23.280396
"2010-01-26",26.565001,26.985001,26.424999,26.775,4617800,23.446772
"2010-01-27",26.719999,26.875,26.375,26.82,3802800,23.486181
"2010-01-28",26.584999,26.870001,26.395,26.52,5303000,23.223476
"2010-01-29",26.635,26.655001,26.055,26.26,5374800,22.995794
"2010-02-01",26.42,26.969999,26.225,26.9,5915800,23.556238
"2010-02-02",26.77,28.145,26.76,28,7339800,24.519503
"2010-02-03",27.790001,28.459999,27.655001,28.285,5416200,24.769081
"2010-02-04",28.035,28.190001,27.709999,27.92,5238000,24.449451
"2010-02-05",27.815001,27.85,27.105,27.700001,4525400,24.256794
"2010-02-08",27.705,28.49,27.684999,27.834999,4760600,24.375011
"2010-02-09",28.059999,28.309999,27.780001,28.125,5144200,24.628965
"2010-02-10",27.955,28.27,27.75,28.030001,3846200,24.545776
"2010-02-11",28.035,28.475,27.82,28.434999,3272600,24.900429
"2010-02-12",28.094999,28.424999,27.92,28.33,3844800,24.808481
"2010-02-16",28.469999,29.225,28.469999,29.18,3086200,25.552828
"2010-02-17",29.254999,29.504999,29.145,29.43,2646800,25.771755
"2010-02-18",29.379999,29.825001,29.32,29.754999,3067600,26.056353
"2010-02-19",29.695,29.700001,29.344999,29.415001,2963200,25.758617
"2010-02-22",29.42,29.65,29.41,29.545,2258400,25.872456
"2010-02-23",29.485001,29.745001,29.295,29.33,2486000,25.684179
"2010-02-24",29.450001,30.035,29.450001,30.004999,4780200,26.275274
"2010-02-25",29.809999,30.344999,29.495001,30.285,4276800,26.520475
"2010-02-26",30.370001,30.370001,30,30.065001,2507800,26.327824
"2010-03-01",30.225,31.115,30.145,31.08,6075200,27.216646
"2010-03-02",31.059999,31.1,30.719999,30.855,5706000,27.019617
"2010-03-03",30.809999,30.940001,30.535,30.59,2958400,26.787556
"2010-03-04",30.674999,30.799999,30.5,30.540001,3211200,26.743774
"2010-03-05",30.715,30.975,30.184999,30.83,2567800,26.997726
"2010-03-08",31,31.174999,30.645,31.17,2747200,27.295464
"2010-03-09",31,31.09,30.725,30.825001,2561000,26.993345
"2010-03-10",30.74,31.030001,30.66,30.93,2232000,27.085297
"2010-03-11",30.870001,31.639999,30.85,31.594999,3195600,27.667639
"2010-03-12",31.68,31.795,31.475,31.754999,2061000,27.807747
"2010-03-15",31.76,31.764999,31.254999,31.555,3338000,27.632614
"2010-03-16",31.540001,31.754999,31.434999,31.719999,2054000,27.777096
"2010-03-17",31.735001,32.095001,31.690001,31.965,1851200,27.991644
"2010-03-18",32,32.139999,31.700001,31.9,1728800,27.934719
"2010-03-19",31.565001,32.5,31.370001,31.565001,2724200,27.641363
"2010-03-22",31.424999,32.529999,30.995001,32.474998,2954400,28.438246
"2010-03-23",32.404999,32.689999,32.235001,32.650002,1868200,28.591497
"2010-03-24",32.564999,32.625,31.84,31.844999,3276000,27.886555
"2010-03-25",31.98,32.294998,31.68,31.695,2484400,27.755203
"2010-03-26",31.73,32.02,31.594999,31.959999,3380800,27.987263
"2010-03-29",32.075001,32.584999,32.035,32.540001,2496600,28.495173
"2010-03-30",32.610001,32.875,32.415001,32.75,2883200,28.67907
"2010-03-31",32.674999,32.740002,32.224998,32.435001,2460000,28.403225
"2010-04-01",32.580002,32.869999,32.535,32.790001,1948200,28.714088
"2010-04-05",32.84,32.990002,32.305,32.375,3065600,28.350681
"2010-04-06",32.195,32.34,31.415001,31.639999,5862400,27.707035
"2010-04-07",31.68,31.844999,31.27,31.74,3241600,27.794611
"2010-04-08",31.629999,32.174999,31.26,32.02,2405600,28.039801
"2010-04-09",32.119999,32.785,32.055,32.73,2697000,28.661554
"2010-04-12",32.755001,33.105,32.68,32.959999,2290800,28.862957
"2010-04-13",32.904999,33.084999,32.700001,32.924999,3906000,28.832317
"2010-04-14",32.939999,33.395,32.93,33.355,2440600,29.208858
"2010-04-15",33.349998,33.720001,33.195,33.605,2045000,29.427792
"2010-04-16",33.43,34.055,33.424999,33.945,3693400,29.725519
"2010-04-19",33.860001,34.044998,33.224998,33.709999,3911200,29.519724
"2010-04-20",33.865002,34.314999,33.634998,34.275002,2682200,30.014509
"2010-04-21",34.25,34.25,33.490002,33.814999,4532400,29.611675
"2010-04-22",33.674999,34.505001,33.41,34.485001,4611200,30.1984
"2010-04-23",34.470001,34.799999,34.25,34.75,2742800,30.43045
"2010-04-26",34.605,35.645,34.605,34.990002,7463400,30.640631
"2010-04-27",32.860001,33.955002,32.325001,33.529999,12835400,29.362104
"2010-04-28",33.785,33.915001,32.974998,33.299999,4337000,29.160696
"2010-04-29",33.404999,33.57,32.994999,33.105,4171000,28.989933
"2010-04-30",33,33.325001,32.845001,32.959999,3263400,28.862957
"2010-05-03",33.049999,33.18,32.860001,33.064999,3061200,28.954906
"2010-05-04",32.744999,32.849998,32.25,32.529999,4738000,28.48641
"2010-05-05",32.299999,32.470001,31.33,31.4,6720200,27.49687
"2010-05-06",31.299999,31.440001,28.25,30.395,9160400,26.6168
"2010-05-07",30.375,30.375,29.025,29.264999,8608600,25.62726
"2010-05-10",30.465,31.49,30.290001,31.41,8139000,27.505634
"2010-05-11",31.360001,31.945,31,31.57,5243600,27.645741
"2010-05-12",31.68,31.975,31.465,31.950001,2848000,27.978506
"2010-05-13",31.85,32.209999,31.594999,31.6,3381600,27.672012
"2010-05-14",31.465,31.465,30.32,30.52,6037200,26.726261
"2010-05-17",30.504999,30.924999,30.07,30.885,5132200,27.045895
"2010-05-18",31.08,31.309999,30.035,30.215,4971200,26.459171
"2010-05-19",30.084999,30.225,29.6,30.040001,3424200,26.305927
"2010-05-20",29.465,29.610001,28.924999,29.025,5638200,25.417091
"2010-05-21",28.674999,29.514999,28.25,29.450001,4708000,25.789261
"2010-05-24",29.375,29.545,29.055,29.295,3284800,25.653532
"2010-05-25",28.415001,28.825001,28.174999,28.785,4527400,25.206924
"2010-05-26",28.965,29.23,28.23,28.235001,8316200,24.725292
"2010-05-27",28.684999,29.389999,28.684999,29.344999,4447200,25.697315
"2010-05-28",29.315001,29.525,29.084999,29.135,2989600,25.513422
"2010-06-01",28.82,29.49,28.59,28.959999,4622800,25.360172
"2010-06-02",29.02,29.405001,28.665001,29.344999,3403200,25.697315
"2010-06-03",29.5,29.855,29.495001,29.754999,3627000,26.056353
"2010-06-04",29.075001,29.184999,27.605,27.67,6274600,24.230524
"2010-06-07",27.709999,28.045,27.365,27.445,7389200,24.033497
"2010-06-08",27.405001,28.110001,27.084999,28.035,4683000,24.55015
"2010-06-09",28.07,29.139999,28.035,28.495001,4615400,24.952972
"2010-06-10",28.764999,29.09,28.74,29.055,3027800,25.443367
"2010-06-11",28.754999,28.934999,28.365,28.93,3622200,25.3339
"2010-06-14",29.004999,29.360001,28.709999,29.08,3786600,25.465258
"2010-06-15",29.205,30.145,29.025,30.125,3678400,26.380362
"2010-06-16",29.85,30.004999,29.555,29.725,3816600,26.030083
"2010-06-17",29.92,29.92,29.280001,29.865,2936400,26.152676
"2010-06-18",29.780001,30.084999,29.66,29.969999,2986400,26.244621
"2010-06-21",30.395,30.4,29.325001,29.49,3099800,25.824289
"2010-06-22",29.459999,29.84,28.809999,28.879999,2839200,25.290115
"2010-06-23",28.844999,28.844999,28.195,28.67,2773600,25.106218
"2010-06-24",28.514999,28.605,28.174999,28.254999,2421400,24.742804
"2010-06-25",28.360001,28.530001,27.969999,28.115,2442200,24.620207
"2010-06-28",28.23,28.35,27.945,28.094999,1222400,24.602697
"2010-06-29",27.905001,27.905001,27.395,27.695,3479000,24.252413
"2010-06-30",27.705,28.305,27.665001,27.865,3667200,24.401283
"2010-07-01",27.889999,28.530001,27.695,28.455,4656200,24.917944
"2010-07-02",28.094999,29,28.045,28.695,3725400,25.128111
"2010-07-06",29.08,29.950001,28.99,29.33,5175000,25.684179
"2010-07-07",29.440001,30.205,29.440001,30.195,4169800,26.44166
"2010-07-08",30.440001,30.799999,30.139999,30.75,2681200,26.927673
"2010-07-09",30.68,31.360001,30.6,31.094999,3805400,27.229782
"2010-07-12",30.950001,31.215,30.75,31.075001,2665400,27.212269
"2010-07-13",31.355,32.014999,31.235001,31.865,3489800,27.904076
"2010-07-14",31.705,32.564999,31.514999,32.560001,4603800,28.512682
"2010-07-15",32.485001,32.5,32.060001,32.465,6257200,28.429487
"2010-07-16",32.244999,32.314999,31.584999,31.735001,3298400,27.790232
"2010-07-19",31.945,32.049999,31.24,31.405001,2845200,27.501253
"2010-07-20",31.129999,31.219999,30.485001,31.209999,4630600,27.33049
"2010-07-21",31.334999,31.530001,30.365,30.58,3356000,26.778799
"2010-07-22",30.875,31.264999,30.725,31.135,3236800,27.264814
"2010-07-23",30.465,31.344999,30.254999,31.334999,5098200,27.439955
"2010-07-26",30.780001,31.485001,30.700001,31.485001,4976800,27.57131
"2010-07-27",31.625,31.945,31.485001,31.715,4671000,27.772724
"2010-07-28",31.68,31.68,30.945,31,2683600,27.146593
"2010-07-29",31.115,31.459999,30.885,31.195,3400800,27.317356
"2010-07-30",30.934999,31.280001,30.83,31.125,3079400,27.256054
"2010-08-02",31.605,32.075001,31.219999,31.725,3942800,27.781473
"2010-08-03",31.695,31.74,31.084999,31.389999,3443600,27.488119
"2010-08-04",31.514999,31.764999,31.395,31.639999,2799200,27.707035
"2010-08-05",31.485001,31.905001,31.379999,31.655001,2884000,27.720179
"2010-08-06",31.35,31.865,31.264999,31.73,2582400,27.785851
"2010-08-09",31.825001,32.145,31.825001,31.965,2384000,27.991644
"2010-08-10",31.65,31.684999,31.379999,31.48,3233200,27.566929
"2010-08-11",30.875,31.004999,30.049999,30.174999,5305800,26.424147
"2010-08-12",27.365,29.575001,27.305,29.4,18136000,25.74548
"2010-08-13",29.235001,29.360001,28.65,28.91,4239400,25.316387
"2010-08-16",28.764999,28.795,28.42,28.715,4893800,25.145626
"2010-08-17",28.860001,29.555,28.635,29.280001,4512400,25.640396
"2010-08-18",29.299999,29.615,29.065001,29.360001,3293400,25.710451
"2010-08-19",29.25,29.32,28.715,29.02,2640200,25.412716
"2010-08-20",28.780001,28.969999,28.555,28.695,2531000,25.128111
"2010-08-23",28.844999,28.934999,28.24,28.280001,3280600,24.764704
"2010-08-24",27.844999,28.385,27.75,28.235001,3434600,24.725292
"2010-08-25",28.01,28.540001,27.934999,28.459999,3392200,24.922325
"2010-08-26",28.525,28.705,28.275,28.325001,2798600,24.804104
"2010-08-27",28.535,28.775,28.105,28.68,1932600,25.114977
"2010-08-30",28.615,28.620001,27.825001,27.855,3078200,24.392529
"2010-08-31",27.655001,28.295,27.655001,28.035,3675000,24.55015
"2010-09-01",28.415001,29.084999,28.415001,29.040001,2746600,25.430227
"2010-09-02",28.99,29.209999,28.84,29.18,2063000,25.552828
"2010-09-03",29.375,29.9,29.235001,29.559999,3126400,25.88559
"2010-09-07",29.389999,29.389999,28.695,28.790001,3034200,25.211309
"2010-09-08",28.865,29.32,28.799999,29.18,2035600,25.552828
"2010-09-09",29.43,29.555,29.049999,29.174999,1880800,25.548452
"2010-09-10",29.264999,29.465,29.18,29.32,1865400,25.675428
"2010-09-13",29.665001,29.715,29.280001,29.42,2665800,25.762993
"2010-09-14",29.299999,29.790001,29.190001,29.485001,2316800,25.819916
"2010-09-15",29.565001,29.775,29.27,29.655001,2322000,25.968784
"2010-09-16",29.620001,29.785,29.42,29.594999,2571000,25.916239
"2010-09-17",29.684999,29.795,29.35,29.434999,3554400,25.776133
"2010-09-20",29.475,30.200001,29.475,30.174999,2599200,26.424147
"2010-09-21",30.184999,30.43,30.084999,30.16,2515000,26.411011
"2010-09-22",30.15,30.32,29.9,30.18,2527200,26.428518
"2010-09-23",29.975,30.27,29.82,30.02,3940400,26.288408
"2010-09-24",30.4,31.030001,30.33,30.705,2366400,26.888262
"2010-09-27",30.84,30.934999,30.594999,30.65,1413200,26.840097
"2010-09-28",30.785,31.445,30.465,31.4,3396400,27.49687
"2010-09-29",31.34,32.345001,31.264999,32.064999,4883000,28.079214
"2010-09-30",32.105,32.215,31.295,31.615,2523400,27.685144
"2010-10-01",32.005001,32.025002,31.315001,31.645,2407600,27.711418
"2010-10-04",31.415001,31.834999,31.23,31.465,1378000,27.553793
"2010-10-05",31.735001,31.92,31.465,31.885,2612000,27.921591
"2010-10-06",31.73,31.879999,31.275,31.275,2944000,27.387409
"2010-10-07",31.415001,31.825001,31.344999,31.5,2181800,27.584442
"2010-10-08",31.5,32.98,31.5,32.830002,3597400,28.749123
"2010-10-11",32.810001,32.93,32.630001,32.700001,1423800,28.635281
"2010-10-12",32.73,33.924999,32.73,33.5,4511200,29.335831
"2010-10-13",33.665001,33.665001,33.080002,33.264999,3596200,29.130053
"2010-10-14",33.290001,33.445,32.794998,33.25,2086200,29.116915
"2010-10-15",33.525002,33.834999,33.5,33.615002,2347200,29.436535
"2010-10-18",33.685001,33.915001,33.349998,33.52,1972600,29.353344
"2010-10-19",33.130001,33.490002,32.700001,32.755001,2857000,28.683441
"2010-10-20",32.685001,33.244999,32.605,33.119999,2275600,29.003073
"2010-10-21",33.325001,33.865002,33.009998,33.055,3604600,28.946148
"2010-10-22",33.139999,33.334999,32.990002,33.130001,1935600,29.011824
"2010-10-25",33.375,33.490002,32.740002,32.744999,2328400,28.674679
"2010-10-26",32.584999,32.68,32.244999,32.404999,2407000,28.376945
"2010-10-27",32.150002,32.639999,31.959999,32.384998,2335200,28.35943
"2010-10-28",32.424999,32.764999,31.825001,32.205002,2926200,28.201807
"2010-10-29",34.625,37.154999,34.625,35.584999,12046800,31.161665
"2010-11-01",35.185001,35.490002,34.555,34.93,4562400,30.588079
"2010-11-02",35.080002,35.369999,34.715,35.275002,2847800,30.890192
"2010-11-03",35.27,35.665001,35.035,35.494999,2626000,31.08285
"2010-11-04",35.895,36.57,35.845001,36.064999,3563600,31.582005
"2010-11-05",36.005001,36.23,35.880001,36.080002,1921200,31.595125
"2010-11-08",36.349998,36.455002,35.665001,35.915001,2188400,31.450638
"2010-11-09",35.904999,35.904999,35.25,35.509998,2904400,31.095993
"2010-11-10",35.419998,35.424999,35.035,35.244999,3119800,30.863922
"2010-11-11",35.049999,35.939999,34.884998,35.939999,2628000,31.472538
"2010-11-12",35.605,35.955002,35.349998,35.889999,2569200,31.428759
"2010-11-15",35.939999,36.555,35.66,36.360001,2974000,31.840334
"2010-11-16",36.055,36.099998,35.325001,35.490002,2427200,31.078468
"2010-11-17",35.185001,36.195,35.115002,36.169998,2360400,31.673946
"2010-11-18",36.935001,37.57,36.555,37.240002,7192200,32.610947
"2010-11-19",37.125,37.82,37.009998,37.685001,7033400,33.000633
"2010-11-22",37.525002,38.145,37.404999,38.130001,5439400,33.390308
"2010-11-23",37.805,37.935001,37.584999,37.77,2872400,33.075043
"2010-11-24",37.794998,38.09,37.66,37.955002,2657800,33.910423
"2010-11-26",37.654999,38.18,37.645,37.895,929000,33.856827
"2010-11-29",37.549999,37.645,37.049999,37.450001,2865400,33.459236
"2010-11-30",37.240002,37.595001,37,37.459999,3476200,33.468178
"2010-12-01",38.139999,38.575001,38.139999,38.575001,2991200,34.464355
"2010-12-02",38.415001,39.02,38.32,39.02,2825800,34.861935
"2010-12-03",38.924999,38.98,38.529999,38.665001,2560000,34.544765
"2010-12-06",38.66,39.044998,38.610001,38.945,2445600,34.794926
"2010-12-07",39.240002,39.41,38.919998,39.02,2031200,34.861935
"2010-12-08",38.91,39.115002,38.630001,38.705002,1665200,34.580494
"2010-12-09",38.849998,39.285,38.720001,39.115002,2478000,34.946823
"2010-12-10",39.119999,39.290001,38.695,39.044998,1814000,34.884274
"2010-12-13",39.09,39.09,38.16,38.355,4873800,34.267803
"2010-12-14",38.365002,39.715,38.365002,39.470001,3186200,35.263988
"2010-12-15",39.314999,39.494999,39.130001,39.209999,1604800,35.031685
"2010-12-16",39.244999,39.264999,38.82,39.165001,1180400,34.991482
"2010-12-17",39.084999,39.715,39.07,39.650002,1871800,35.424805
"2010-12-20",39.650002,39.75,39.235001,39.540001,1753800,35.326515
"2010-12-21",39.785,40.080002,39.645,40.040001,1758600,35.773243
"2010-12-22",40.029999,40.064999,39.73,39.904999,990200,35.652618
"2010-12-23",39.77,40.119999,39.724998,39.959999,721400,35.701771
"2010-12-27",39.775002,39.990002,39.650002,39.825001,899000,35.581158
"2010-12-28",39.880001,39.895,39.564999,39.799999,1052800,35.558819
"2010-12-29",39.880001,39.955002,39.825001,39.865002,547000,35.616886
"2010-12-30",39.799999,40.049999,39.665001,39.834999,1021600,35.590088
"2010-12-31",39.805,40.720001,39.775002,40.349998,2070000,36.050209
"2011-01-03",40.619999,40.645,40.09,40.220001,2126800,35.934067
"2011-01-04",40.355,40.904999,40.209999,40.865002,3133000,36.510326
"2011-01-05",41.154999,41.580002,40.880001,41.305,3515400,36.903439
"2011-01-06",41.52,41.57,40.310001,40.540001,3060000,36.219963
"2011-01-07",40.689999,40.84,39.834999,40.310001,3842000,36.014473
"2011-01-10",40.125,40.735001,40.035,40.66,2643200,36.327168
"2011-01-11",40.744999,41.450001,40.674999,41.404999,3032000,36.992775
"2011-01-12",41.625,41.93,41.595001,41.759998,3610000,37.309967
"2011-01-13",41.665001,42.02,41.619999,41.900002,1667800,37.43504
"2011-01-14",41.900002,42.005001,41.744999,41.994999,1643400,37.519905
"2011-01-18",42.099998,42.110001,41.674999,41.904999,2324600,37.439499
"2011-01-19",41.834999,42.095001,41.66,41.855,2001800,37.394825
"2011-01-20",41.75,41.849998,41.525002,41.810001,2347200,37.354622
"2011-01-21",41.93,42.345001,41.805,41.869999,1838600,37.408241
"2011-01-24",41.955002,42.064999,41.630001,41.73,1623800,37.283157
"2011-01-25",41.705002,41.744999,40.43,40.564999,3909400,36.242298
"2011-01-26",40.580002,40.939999,40.389999,40.724998,3200600,36.38525
"2011-01-27",40.720001,40.919998,40.560001,40.73,3749800,36.389713
"2011-01-28",40.740002,40.845001,39.985001,40.040001,1674200,35.773243
"2011-01-31",40.305,40.674999,40.25,40.25,2447800,35.960869
"2011-02-01",40.439999,40.759998,40.404999,40.685001,2882000,36.349506
"2011-02-02",40.450001,40.630001,39.855,40.279999,3241000,35.987659
"2011-02-03",43,46.419998,42.860001,45.970001,11326200,41.071331
"2011-02-04",45.919998,47.165001,45.52,46.5,4033000,41.544853
"2011-02-07",45.470001,46.73,45.150002,45.674999,4991200,40.807762
"2011-02-08",45.389999,46.439999,45.275002,46.240002,2155400,41.312561
"2011-02-09",46.025002,46.5,45.595001,46.459999,2364000,41.509121
"2011-02-10",46.209999,46.5,45.605,46.415001,1862000,41.468914
"2011-02-11",46.205002,47.384998,46.044998,47.075001,3082600,42.058578
"2011-02-14",46.855,47.775002,46.549999,47.375,2010200,42.326611
"2011-02-15",47.18,47.455002,46.740002,46.869999,1511000,41.875416
"2011-02-16",47.18,47.555,47.014999,47.115002,1608400,42.094315
"2011-02-17",46.904999,47.169998,46.610001,46.880001,1744600,41.88435
"2011-02-18",46.77,47.625,46.68,47.240002,2122600,42.205994
"2011-02-22",46.764999,46.764999,45.365002,45.43,2734000,40.58886
"2011-02-23",45.580002,46.064999,44.794998,45.200001,2572800,40.383377
"2011-02-24",45.150002,46.025002,45.125,45.73,2243600,40.856903
"2011-02-25",45.825001,46.540001,45.825001,46.494999,1671800,41.540382
"2011-02-28",46.560001,47.299999,46.384998,47.205002,2443600,42.174725
"2011-03-01",47.235001,47.485001,45.735001,45.860001,3317600,40.973049
"2011-03-02",45.790001,46.52,45.490002,46.419998,2199400,41.473373
"2011-03-03",46.470001,46.669998,45.685001,45.955002,2676600,41.05793
"2011-03-04",45.895,46.23,45.505001,46.200001,1617800,41.276825
"2011-03-07",46.27,46.514999,45.404999,45.445,2351800,40.602276
"2011-03-08",45.605,46.404999,45.509998,46.205002,1976600,41.281288
"2011-03-09",46.060001,46.43,45.735001,46.355,1678000,41.415298
"2011-03-10",45.790001,46.555,45.665001,46.125,1732400,41.209808
"2011-03-11",46,46.580002,45.215,46.435001,1546600,41.486782
"2011-03-14",46.055,46.125,44.990002,45.505001,1372200,40.655876
"2011-03-15",43.974998,44.82,43.365002,44.535,2422400,39.789249
