"","HPQ.Open","HPQ.High","HPQ.Low","HPQ.Close","HPQ.Volume","HPQ.Adjusted"
"2004-06-09",9.990917,10.072661,9.909173,9.954587,31982200,7.433055
"2004-06-10",9.954587,9.968211,9.768393,9.877384,18417000,7.37541
"2004-06-14",9.718438,9.877384,9.718438,9.804723,19630600,7.348181
"2004-06-15",9.850136,9.990917,9.777475,9.854677,15778200,7.385615
"2004-06-16",9.818347,9.818347,9.72752,9.763851,16747300,7.317551
"2004-06-17",9.673024,9.713897,9.473207,9.577657,20403700,7.178003
"2004-06-18",9.536785,9.55495,9.405087,9.500454,21368600,7.120146
"2004-06-21",9.464124,9.55495,9.436875,9.441417,21394400,7.075899
"2004-06-22",9.423251,9.523161,9.418711,9.48683,20582300,7.109935
"2004-06-23",9.464124,9.659401,9.391462,9.595822,24520500,7.191616
"2004-06-24",9.577657,9.663942,9.51862,9.545867,23451900,7.154176
"2004-06-25",9.51862,9.591281,9.409628,9.4505,24245100,7.082704
"2004-06-28",9.482288,9.650318,9.482288,9.527702,24496800,7.140564
"2004-06-29",9.500454,9.604904,9.491371,9.582198,17808400,7.181408
"2004-06-30",9.514078,9.627611,9.509537,9.582198,18590600,7.181408
"2004-07-01",9.468665,9.473207,9.241598,9.346049,24226800,7.004426
"2004-07-02",9.346049,9.355132,9.182561,9.268847,13257500,6.946566
"2004-07-06",9.173479,9.196185,9.046322,9.100818,21305000,6.820635
"2004-07-07",9.087193,9.346049,9.082652,9.200727,19229400,6.895513
"2004-07-08",9.128065,9.218892,9.046322,9.078111,15573800,6.803619
"2004-07-09",9.105359,9.196185,9.091735,9.141689,17052700,6.851264
"2004-07-12",9.082652,9.164396,9.059945,9.132607,16195700,6.84446
"2004-07-13",9.17802,9.305177,9.159855,9.196185,14001100,6.892107
"2004-07-14",9.059945,9.105359,8.978202,9.037239,25288800,6.772988
"2004-07-15",9.019073,9.087193,8.86921,8.923706,24262900,6.6879
"2004-07-16",8.955495,9.064487,8.891916,8.919165,18078100,6.684495
"2004-07-19",8.855586,9.04178,8.841962,8.969119,17398400,6.721933
"2004-07-20",8.937329,9.196185,8.923706,9.082652,18476900,6.807024
"2004-07-21",9.187102,9.187102,8.932789,8.941871,16546700,6.701513
"2004-07-22",8.860127,9.082652,8.860127,9.064487,16076500,6.793407
"2004-07-23",9.069028,9.069028,8.86921,8.891916,14214700,6.664071
"2004-07-26",8.896458,8.991826,8.828338,8.960036,16246700,6.715126
"2004-07-27",8.955495,9.132607,8.919165,9.082652,16158900,6.807024
"2004-07-28",8.97366,9.078111,8.864669,9.050863,14234300,6.783196
"2004-07-29",9.164396,9.268847,9.128065,9.17802,15395200,6.878495
"2004-07-30",9.182561,9.24614,9.082652,9.150772,15434400,6.858074
"2004-08-02",8.969119,9.255222,8.969119,9.250681,15768300,6.932951
"2004-08-03",9.214351,9.232516,9.155313,9.196185,16355500,6.892107
"2004-08-04",9.128065,9.332425,9.123524,9.282471,15386400,6.956777
"2004-08-05",9.31426,9.386921,9.264305,9.309718,20577200,6.977197
"2004-08-06",9.205268,9.205268,8.978202,9.037239,19982200,6.772988
"2004-08-09",8.996367,9.128065,8.991826,9.028156,13210600,6.766181
"2004-08-10",9.100818,9.173479,9.000908,9.059945,14707500,6.790007
"2004-08-11",9.055404,9.055404,8.692098,8.864669,23939900,6.643654
"2004-08-12",7.770209,7.770209,7.302452,7.697548,178324300,5.768951
"2004-08-13",7.688465,7.693007,7.438692,7.493188,60167200,5.615793
"2004-08-16",7.506812,7.679382,7.497729,7.674841,40570000,5.751934
"2004-08-17",7.674841,7.742961,7.633969,7.674841,30986100,5.751934
"2004-08-18",7.597639,8.088101,7.597639,7.960945,37767800,5.966354
"2004-08-19",7.951862,8.124433,7.94732,8.042688,29284800,6.027618
"2004-08-20",8.042688,8.242507,8.038147,8.224341,30150000,6.163758
"2004-08-23",8.038147,8.256131,8.038147,8.119891,21236300,6.085478
"2004-08-24",8.119891,8.192553,7.974568,8.029064,27089000,6.017408
"2004-08-25",8.056313,8.274296,8.038147,8.2198,24413100,6.160354
"2004-08-26",8.206176,8.310627,8.206176,8.260673,15746000,6.190986
"2004-08-27",8.260673,8.328792,8.260673,8.292461,13624400,6.214811
"2004-08-30",8.228883,8.292461,8.124433,8.138057,18984900,6.09909
"2004-08-31",8.11535,8.147139,8.019981,8.124433,15743800,6.08888
"2004-09-01",8.106267,8.160763,8.060854,8.138057,17855300,6.09909
"2004-09-02",8.11535,8.192553,8.08356,8.18347,13442700,6.133126
"2004-09-03",8.060854,8.08356,7.983651,8.038147,27929500,6.024214
"2004-09-07",8.08356,8.178928,8.08356,8.169846,18418800,6.122917
"2004-09-08",8.088101,8.188011,8.088101,8.147139,23315400,6.105899
"2004-09-09",8.142597,8.328792,8.128974,8.228883,20783500,6.167162
"2004-09-10",8.228883,8.383288,8.228883,8.306086,16162400,6.22502
"2004-09-13",8.337874,8.510445,8.315168,8.451407,20575900,6.361758
"2004-09-14",8.383288,8.42416,8.35604,8.35604,22020600,6.289973
"2004-09-15",8.360581,8.374206,8.228883,8.301544,21508900,6.24895
"2004-09-16",8.269754,8.337874,8.265213,8.274296,14868100,6.228439
"2004-09-17",8.292461,8.310627,8.197094,8.224341,27237800,6.190835
"2004-09-20",8.237966,8.487739,8.237966,8.360581,24061400,6.293392
"2004-09-21",8.42416,8.524069,8.415077,8.49228,19715800,6.392525
"2004-09-22",8.455949,8.533152,8.446866,8.455949,21188700,6.365177
"2004-09-23",8.465032,8.619437,8.465032,8.555859,19927800,6.440384
"2004-09-24",8.555859,8.59673,8.415077,8.437784,25388800,6.351504
"2004-09-27",8.333333,8.442326,8.28792,8.35604,21960700,6.289973
"2004-09-28",8.337874,8.383288,8.210717,8.283379,20059100,6.235274
"2004-09-29",8.283379,8.410536,8.224341,8.410536,18757700,6.330992
"2004-09-30",8.410536,8.628519,8.401453,8.514986,24156300,6.409616
"2004-10-01",8.564941,8.773842,8.564941,8.683016,18845300,6.536103
"2004-10-04",8.683016,8.832879,8.63306,8.655767,21491200,6.515588
"2004-10-05",8.483197,8.63306,8.46049,8.619437,23823400,6.488243
"2004-10-06",8.583106,8.714805,8.555859,8.710263,15036700,6.556612
"2004-10-07",8.628519,8.696639,8.569482,8.642143,17612000,6.505332
"2004-10-08",8.59673,8.628519,8.346957,8.428701,19524400,6.344668
"2004-10-11",8.39237,8.505904,8.346957,8.465032,11291800,6.372016
"2004-10-12",8.378747,8.487739,8.265213,8.415077,18677100,6.334411
"2004-10-13",8.514986,8.623979,8.469573,8.583106,24834500,6.460895
"2004-10-14",8.360581,8.514986,8.269754,8.346957,26052900,6.283134
"2004-10-15",8.346957,8.415077,8.265213,8.269754,22021900,6.22502
"2004-10-18",8.265213,8.32425,8.197094,8.28792,26480300,6.238695
"2004-10-19",8.315168,8.396912,8.265213,8.283379,22189700,6.235274
"2004-10-20",8.2198,8.292461,8.160763,8.278837,21393000,6.231857
"2004-10-21",8.260673,8.396912,8.233424,8.337874,16564100,6.276296
"2004-10-22",8.278837,8.337874,8.142597,8.147139,17749200,6.132722
"2004-10-25",8.038147,8.192553,8.029064,8.133515,15702200,6.122468
"2004-10-26",8.174387,8.215259,7.988193,8.110808,28635600,6.105375
"2004-10-27",8.128974,8.428701,8.11535,8.378747,25723900,6.307064
"2004-10-28",8.310627,8.428701,8.301544,8.396912,17538000,6.320738
"2004-10-29",8.315168,8.483197,8.315168,8.474114,23023600,6.378851
"2004-11-01",8.433243,8.587647,8.401453,8.519527,19001200,6.413036
"2004-11-02",8.524069,8.7693,8.428701,8.628519,21153700,6.49508
"2004-11-03",8.80109,8.846503,8.610354,8.628519,22749000,6.49508
"2004-11-04",8.628519,8.896458,8.605813,8.86921,20218100,6.676256
"2004-11-05",8.978202,9.064487,8.910082,8.941871,23002000,6.730952
"2004-11-08",8.900999,9.04178,8.900999,8.996367,17762600,6.771976
"2004-11-09",9.019073,9.082652,8.946412,8.946412,20612000,6.734371
"2004-11-10",8.864669,8.891916,8.59673,8.614896,35397500,6.484825
"2004-11-11",8.587647,8.851045,8.5604,8.742053,26767200,6.580543
"2004-11-12",8.746594,8.832879,8.628519,8.782925,33192700,6.611306
"2004-11-15",8.764759,8.855586,8.742053,8.819255,27909400,6.638655
"2004-11-16",8.787466,8.991826,8.710263,8.937329,36841600,6.727533
"2004-11-17",9.65486,9.682107,9.091735,9.173479,85922200,6.905296
"2004-11-18",9.168938,9.250681,9.114442,9.200727,27222200,6.925806
"2004-11-19",9.196185,9.237058,9.118982,9.118982,22690500,6.864272
"2004-11-22",9.087193,9.187102,9.059945,9.173479,22079000,6.905296
"2004-11-23",9.132607,9.196185,9.078111,9.155313,17963000,6.891621
"2004-11-24",9.141689,9.196185,9.096276,9.146231,12820400,6.884782
"2004-11-26",9.114442,9.159855,9.114442,9.159855,5252800,6.895041
"2004-11-29",9.137148,9.196185,9.032698,9.128065,17941200,6.871108
"2004-11-30",9.073569,9.114442,9.028156,9.082652,17202900,6.836925
"2004-12-01",9.123524,9.323342,9.082652,9.318801,21633700,7.014684
"2004-12-02",9.264305,9.400545,9.255222,9.341508,17192900,7.031777
"2004-12-03",9.427793,9.541327,9.409628,9.532244,30396600,7.175352
"2004-12-06",9.464124,9.745686,9.427793,9.686648,27499800,7.29158
"2004-12-07",9.627611,9.800181,9.550408,9.573115,27926200,7.206121
"2004-12-08",9.609446,9.627611,9.509537,9.545867,23484300,7.185607
"2004-12-09",9.627611,9.627611,9.273388,9.477748,25518000,7.134332
"2004-12-10",9.500454,9.550408,9.309718,9.4505,17355900,7.113822
"2004-12-13",9.482288,9.504995,9.237058,9.400545,16194600,7.103525
"2004-12-14",9.423251,9.445958,9.332425,9.355132,16975600,7.069211
"2004-12-15",9.323342,9.414169,9.309718,9.405087,24322400,7.106957
"2004-12-16",9.336967,9.564033,9.323342,9.559491,27887200,7.223634
"2004-12-17",9.559491,9.577657,9.436875,9.51862,34528000,7.19275
"2004-12-20",9.51862,9.613987,9.495913,9.527702,16230200,7.199611
"2004-12-21",9.527702,9.645777,9.523161,9.632153,19343600,7.27854
"2004-12-22",9.613987,9.645777,9.536785,9.632153,14901100,7.27854
"2004-12-23",9.591281,9.636694,9.536785,9.564033,9432400,7.227065
"2004-12-27",9.495913,9.632153,9.4505,9.577657,13751400,7.23736
"2004-12-28",9.55495,9.650318,9.504995,9.641235,12162500,7.285404
"2004-12-29",9.577657,9.65486,9.55495,9.627611,12202600,7.27511
"2004-12-30",9.600364,9.636694,9.582198,9.595822,9024600,7.251084
"2004-12-31",9.595822,9.627611,9.504995,9.523161,11881500,7.196181
"2005-01-03",9.591281,9.650318,9.532244,9.559491,18188700,7.223634
"2005-01-04",9.559491,9.609446,9.346049,9.495913,20448400,7.17559
"2005-01-05",9.468665,9.604904,9.4505,9.536785,25067700,7.206474
"2005-01-06",9.55495,9.609446,9.455041,9.51862,19883600,7.19275
"2005-01-07",9.514078,9.536785,9.432334,9.464124,30230800,7.151568
"2005-01-10",9.396004,9.473207,9.350591,9.4505,18342400,7.141275
"2005-01-11",9.218892,9.223433,8.855586,9.105359,46168000,6.880469
"2005-01-12",9.105359,9.150772,8.914623,9.100818,27833500,6.877034
"2005-01-13",9.1099,9.214351,9.04178,9.059945,21799100,6.846152
"2005-01-14",9.050863,9.141689,8.987285,9.114442,21118200,6.88733
"2005-01-18",9.096276,9.341508,9.069028,9.277929,31857800,7.010871
"2005-01-19",9.277929,9.305177,9.196185,9.209809,18587000,6.959397
"2005-01-20",9.046322,9.223433,9.04178,9.091735,19998500,6.870172
"2005-01-21",9.050863,9.173479,9.050863,9.078111,24270000,6.859879
"2005-01-24",9.059945,9.168938,9.005449,9.032698,24905200,6.825562
"2005-01-25",9.059945,9.073569,8.914623,8.928247,25210900,6.746632
"2005-01-26",8.941871,8.996367,8.851045,8.896458,26468200,6.722613
"2005-01-27",8.891916,8.950953,8.751135,8.851045,23593300,6.688295
"2005-01-28",8.810173,8.846503,8.578565,8.782925,40191700,6.636819
"2005-01-31",8.819255,8.978202,8.814713,8.896458,20895400,6.722613
"2005-02-01",8.946412,9.146231,8.932789,9.000908,20330600,6.801538
"2005-02-02",8.987285,9.005449,8.882833,8.887375,17305900,6.71575
"2005-02-03",8.969119,9.218892,8.946412,9.037239,20923100,6.828995
"2005-02-04",9.000908,9.31426,8.996367,9.287012,20447100,7.017734
"2005-02-07",9.287012,9.318801,9.218892,9.250681,12264400,6.99028
"2005-02-08",9.227975,9.282471,9.137148,9.146231,17948700,6.911351
"2005-02-09",10.03633,10.108992,9.545867,9.777475,224995900,7.38835
"2005-02-10",9.627611,9.782017,9.55495,9.754768,57506900,7.371193
"2005-02-11",9.650318,9.763851,9.627611,9.673024,37891100,7.309423
"2005-02-14",9.514078,9.582198,9.332425,9.432334,41418200,7.127547
"2005-02-15",9.391462,9.609446,9.377838,9.591281,35657800,7.247658
"2005-02-16",9.491371,9.650318,9.459582,9.564033,38110800,7.227065
"2005-02-17",9.613987,9.754768,9.445958,9.473207,50631000,7.15843
"2005-02-18",9.477748,9.632153,9.427793,9.536785,20896500,7.206474
"2005-02-22",9.423251,9.58674,9.341508,9.341508,21491500,7.058917
"2005-02-23",9.336967,9.355132,9.191644,9.24614,22046200,6.986851
"2005-02-24",9.150772,9.336967,9.037239,9.282471,26208800,7.014302
"2005-02-25",9.205268,9.418711,9.200727,9.38238,15645400,7.089797
"2005-02-28",9.287012,9.482288,9.287012,9.445958,19906300,7.137843
"2005-03-01",9.423251,9.445958,9.241598,9.409628,19472900,7.11039
"2005-03-02",9.264305,9.464124,9.227975,9.400545,15733500,7.103525
"2005-03-03",9.38238,9.491371,9.332425,9.4505,17119200,7.141275
"2005-03-04",9.491371,9.509537,9.327884,9.336967,24593400,7.055482
"2005-03-07",9.31426,9.545867,9.309718,9.477748,30046700,7.161865
"2005-03-08",9.436875,9.51862,9.418711,9.500454,17929500,7.179022
"2005-03-09",9.445958,9.55495,9.305177,9.373297,21827700,7.082938
"2005-03-10",9.350591,9.377838,9.209809,9.350591,15334000,7.065778
"2005-03-11",9.318801,9.377838,9.014532,9.055404,31485500,6.842717
"2005-03-14",9.105359,9.214351,9.078111,9.173479,19928500,6.959867
"2005-03-15",9.182561,9.232516,9.04178,9.146231,19027900,6.939193
"2005-03-16",9.082652,9.200727,9.037239,9.182561,25497600,6.966758
"2005-03-17",9.150772,9.309718,9.137148,9.255222,21591000,7.021884
"2005-03-18",9.255222,9.259764,9.114442,9.128065,43132500,6.925411
"2005-03-21",9.105359,9.209809,9.096276,9.150772,21861200,6.942638
"2005-03-22",9.150772,9.214351,9.055404,9.087193,21641000,6.894401
"2005-03-23",8.969119,9.037239,8.887375,8.97366,28018200,6.808264
"2005-03-24",8.960036,9.087193,8.937329,8.996367,14129700,6.825492
"2005-03-28",9.000908,9.069028,8.900999,8.987285,16951800,6.818601
"2005-03-29",8.987285,9.922797,8.97366,9.891008,99364800,7.504251
"2005-03-30",9.763851,10.054496,9.663942,9.990917,98579500,7.58005
"2005-03-31",9.968211,10.009083,9.89555,9.96367,44812200,7.559381
"2005-04-01",9.968211,10.009083,9.72752,9.859219,36033000,7.480132
"2005-04-04",9.859219,9.954587,9.786558,9.950046,34235300,7.549043
"2005-04-05",9.922797,10.040872,9.786558,9.791099,27712800,7.428448
"2005-04-06",9.850136,9.977293,9.791099,9.886467,22564900,7.500809
"2005-04-07",9.886467,9.96367,9.791099,9.900091,16299200,7.511142
"2005-04-08",9.877384,9.940963,9.813806,9.82743,14928200,7.456015
"2005-04-11",9.831971,9.904633,9.754768,9.79564,15704400,7.4319
"2005-04-12",9.741144,9.900091,9.700273,9.859219,15552900,7.480132
"2005-04-13",9.786558,10.018166,9.782017,9.968211,27768700,7.562826
"2005-04-14",9.93188,9.93188,9.836513,9.877384,31113800,7.493917
"2005-04-15",9.763851,9.768393,9.427793,9.464124,44482100,7.180376
"2005-04-18",9.377838,9.436875,9.168938,9.282471,36416200,7.042556
"2005-04-19",9.282471,9.427793,9.282471,9.377838,19168100,7.114911
"2005-04-20",9.332425,9.432334,9.323342,9.350591,18677300,7.094241
"2005-04-21",9.400545,9.641235,9.377838,9.573115,22909300,7.26307
"2005-04-22",9.514078,9.577657,9.377838,9.436875,22325400,7.159704
"2005-04-25",9.536785,9.591281,9.495913,9.582198,13594400,7.269957
"2005-04-26",9.377838,9.377838,9.196185,9.296095,35536500,7.052892
"2005-04-27",9.196185,9.209809,9.055404,9.159855,39184500,6.949531
"2005-04-28",9.059945,9.282471,8.996367,9.218892,32095600,6.994318
"2005-04-29",9.218892,9.341508,9.191644,9.296095,26060800,7.052892
"2005-05-02",9.341508,9.536785,9.332425,9.523161,27362900,7.225167
"2005-05-03",9.523161,9.659401,9.4505,9.536785,19850100,7.235503
"2005-05-04",9.536785,9.604904,9.432334,9.550408,19107400,7.24584
"2005-05-05",9.527702,9.568574,9.396004,9.504995,14968300,7.211389
"2005-05-06",9.514078,9.577657,9.455041,9.527702,14363800,7.228616
"2005-05-09",9.287012,9.445958,9.277929,9.418711,19951600,7.145921
"2005-05-10",9.309718,9.350591,9.218892,9.287012,20316500,7.046004
"2005-05-11",9.300635,9.336967,9.187102,9.336967,19020600,7.083902
"2005-05-12",9.287012,9.327884,9.150772,9.150772,21066900,6.942638
"2005-05-13",9.200727,9.423251,9.137148,9.364214,28310200,7.104575
"2005-05-16",9.336967,9.559491,9.277929,9.541327,20878000,7.238951
"2005-05-17",9.436875,9.786558,9.423251,9.786558,35369400,7.425008
"2005-05-18",10.031789,10.358765,9.922797,10.24069,75390700,7.769552
"2005-05-19",10.149864,10.24069,10.095367,10.222525,28148300,7.755772
"2005-05-20",10.217983,10.331517,10.190736,10.217983,22933100,7.752328
"2005-05-23",10.177112,10.322434,10.177112,10.24069,23431000,7.769552
"2005-05-24",10.181653,10.322434,10.149864,10.317893,15814300,7.828125
"2005-05-25",10.222525,10.367847,10.20436,10.363306,19181800,7.86258
"2005-05-26",10.363306,10.558583,10.340599,10.44505,26846700,7.9246
"2005-05-27",10.354223,10.417802,10.30881,10.340599,12268400,7.845355
"2005-05-31",10.24069,10.27248,10.199819,10.222525,24547800,7.755772
"2005-06-01",10.195277,10.349682,10.195277,10.299727,18204500,7.814341
"2005-06-02",10.231607,10.313352,10.195277,10.299727,15305200,7.814341
"2005-06-03",10.24069,10.340599,10.222525,10.317893,15092500,7.828125
"2005-06-06",10.322434,10.422343,10.217983,10.254314,12606800,7.779889
"2005-06-07",10.231607,10.34514,10.217983,10.222525,11719200,7.755772
"2005-06-08",10.263397,10.281562,10.168029,10.186194,13070400,7.728207
"2005-06-09",10.168029,10.417802,10.163487,10.336058,17898200,7.841908
"2005-06-10",10.435967,10.672116,10.37693,10.672116,29315600,8.096869
"2005-06-13",10.581289,10.853769,10.558583,10.849228,42080600,8.259361
"2005-06-14",10.799273,10.844687,10.740236,10.831062,22104300,8.245537
"2005-06-15",10.785649,10.903724,10.599455,10.844687,23847800,8.255904
"2005-06-16",10.762942,10.899182,10.75386,10.853769,25601700,8.262819
"2005-06-17",10.935513,10.967302,10.812898,10.858311,30396100,8.266273
"2005-06-20",10.776567,10.867393,10.717529,10.831062,18550500,8.245537
"2005-06-21",10.826521,11.217075,10.776567,11.176204,38591800,8.508287
"2005-06-22",11.16258,11.217075,11.089918,11.126249,27440800,8.470254
"2005-06-23",11.103542,11.16258,10.976385,11.076294,25955100,8.432229
"2005-06-24",11.012715,11.017257,10.735695,10.808356,22215000,8.228251
"2005-06-27",10.762942,10.785649,10.594913,10.676658,15681500,8.127986
"2005-06-28",10.740236,10.808356,10.649409,10.744778,15832100,8.179847
"2005-06-29",10.785649,10.990009,10.758402,10.930972,17039900,8.321593
"2005-06-30",10.817439,10.935513,10.672116,10.676658,24561500,8.127986
"2005-07-01",10.831062,10.844687,10.653951,10.663033,17815700,8.117615
"2005-07-05",10.490463,10.808356,10.467756,10.767484,24037200,8.197133
"2005-07-06",10.808356,11.09446,10.767484,10.881018,24035900,8.283566
"2005-07-07",10.717529,10.976385,10.672116,10.967302,31605300,8.349251
"2005-07-08",10.853769,11.039964,10.853769,11.02634,25929800,8.394197
"2005-07-11",11.058129,11.099001,10.940055,10.95822,22110200,8.342338
"2005-07-12",10.967302,11.012715,10.899182,10.949137,21253700,8.335422
"2005-07-13",10.921889,11.16258,10.917348,11.089918,27185200,8.442596
"2005-07-14",11.207993,11.2307,11.13079,11.180745,32854000,8.511742
"2005-07-15",11.185287,11.348774,11.185287,11.326067,38985300,8.622375
"2005-07-18",11.326067,11.385104,11.257947,11.316984,33465300,8.615463
"2005-07-19",11.321526,11.36694,11.080835,11.135331,38927300,8.47717
"2005-07-20",11.058129,11.326067,10.999092,11.2307,29521500,8.549775
"2005-07-21",11.171662,11.217075,11.012715,11.030881,20380800,8.397652
"2005-07-22",11.012715,11.058129,10.881018,10.980927,19324000,8.359622
"2005-07-25",10.930972,11.126249,10.926431,11.035422,13846300,8.401114
"2005-07-26",11.012715,11.117167,10.912807,11.062671,16092200,8.421857
"2005-07-27",11.044505,11.294278,10.985468,11.253406,21450700,8.56706
"2005-07-28",11.171662,11.19891,11.062671,11.121708,16695700,8.466795
"2005-07-29",11.076294,11.248865,11.044505,11.180745,20260800,8.511742
"2005-08-01",11.185287,11.207993,11.080835,11.126249,16457700,8.470254
"2005-08-02",11.126249,11.171662,10.999092,11.044505,14968700,8.408023
"2005-08-03",10.990009,11.19891,10.967302,11.176204,17629600,8.508287
"2005-08-04",11.180745,11.321526,11.062671,11.108084,18742900,8.456429
"2005-08-05",11.076294,11.262488,11.02634,11.207993,19991500,8.532485
"2005-08-08",11.239782,11.316984,11.126249,11.176204,11310500,8.508287
"2005-08-09",11.217075,11.262488,11.099001,11.148955,15247700,8.487542
"2005-08-10",11.167121,11.217075,10.940055,10.962761,14885900,8.345795
"2005-08-11",10.899182,11.099001,10.871935,10.980927,19378900,8.359622
"2005-08-12",10.762942,11.008174,10.75386,10.912807,23183300,8.307767
"2005-08-15",10.903724,11.030881,10.849228,10.940055,16795000,8.32851
"2005-08-16",11.012715,11.466848,10.744778,10.762942,28745500,8.193673
"2005-08-17",11.666667,12.370572,11.666667,12.179836,137035000,9.272336
"2005-08-18",12.011807,12.166212,11.9891,12.102634,51593700,9.213564
"2005-08-19",12.107175,12.116258,11.9891,12.029973,24104600,9.158247
"2005-08-22",12.029973,12.184378,11.980019,12.048138,29108600,9.172076
"2005-08-23",12.079927,12.138965,12.034514,12.129882,27762100,9.234306
"2005-08-24",12.216167,12.302452,12.093552,12.134423,36623800,9.237765
"2005-08-25",12.025432,12.279746,11.993642,12.216167,30015000,9.299995
"2005-08-26",12.26158,12.375113,12.143506,12.266122,30929500,9.338024
"2005-08-29",12.216167,12.252498,12.034514,12.120799,27197100,9.227388
"2005-08-30",12.134423,12.338783,12.107175,12.306993,30683700,9.369142
"2005-08-31",12.238873,12.661217,12.238873,12.606721,44434100,9.597319
"2005-09-01",12.556767,12.6703,12.429609,12.6703,24624500,9.645721
"2005-09-02",12.60218,12.679382,12.53406,12.53406,19573300,9.542004
"2005-09-06",12.556767,12.647593,12.361489,12.375113,41147200,9.420998
"2005-09-07",12.488647,12.565849,12.456858,12.470481,26949300,9.493602
"2005-09-08",12.53406,12.656675,12.488647,12.647593,37508800,9.628431
"2005-09-09",12.647593,12.706631,12.570391,12.629428,35063100,9.6146
"2005-09-12",12.624887,12.633969,12.561308,12.597638,15640300,9.618072
"2005-09-13",12.579473,12.597638,12.470481,12.502271,17612000,9.545261
"2005-09-14",12.470481,12.611262,12.452316,12.488647,16889700,9.534857
"2005-09-15",12.46594,12.656675,12.447775,12.656675,21327600,9.663144
"2005-09-16",12.711172,12.87466,12.661217,12.870118,38175600,9.826103
"2005-09-19",12.879201,13.124433,12.847411,13.11535,31513900,10.013334
"2005-09-20",13.11535,13.401453,12.797457,12.84287,39339100,9.805301
"2005-09-21",12.715713,12.879201,12.547684,12.756585,24713000,9.739425
"2005-09-22",12.756585,12.865577,12.547684,12.720254,26414900,9.711687
"2005-09-23",12.6703,12.992734,12.470481,12.929155,25364300,9.871181
"2005-09-26",13.04723,13.215259,13.0109,13.142597,32617500,10.034141
"2005-09-27",13.138057,13.138057,12.865577,12.883742,24315800,9.836506
"2005-09-28",12.965486,13.074478,12.80654,12.951862,19674800,9.888515
"2005-09-29",12.87466,13.237966,12.788374,13.142597,24417000,10.034141
"2005-09-30",13.228883,13.369664,13.015441,13.260673,28052500,10.124286
"2005-10-03",13.260673,13.31971,13.029064,13.124433,27177700,10.020267
"2005-10-04",12.80654,13.188011,12.783833,12.965486,49214400,9.898914
"2005-10-05",12.965486,12.965486,12.46594,12.475022,34950500,9.524457
"2005-10-06",12.506812,12.570391,12.120799,12.211626,35161300,9.323361
"2005-10-07",12.170753,12.3297,12.093552,12.306993,29401500,9.396172
"2005-10-10",12.384196,12.429609,12.098093,12.111716,25454400,9.247078
"2005-10-11",12.111716,12.406903,12.111716,12.370572,23698800,9.44471
"2005-10-12",12.238873,12.488647,12.184378,12.39782,34667800,9.465512
"2005-10-13",12.12534,12.447775,12.079927,12.370572,26401900,9.44471
"2005-10-14",12.370572,12.529519,12.216167,12.506812,17439800,9.548729
"2005-10-17",12.511353,12.647593,12.379655,12.434151,13329300,9.49325
"2005-10-18",12.39782,12.679382,12.366031,12.593097,19127600,9.6146
"2005-10-19",12.443233,12.565849,12.279746,12.552225,20691900,9.583401
"2005-10-20",12.565849,12.811081,12.384196,12.452316,19838900,9.507119
"2005-10-21",12.511353,12.688465,12.420527,12.520436,18907000,9.559131
"2005-10-24",12.556767,12.847411,12.488647,12.829247,18611300,9.794903
"2005-10-25",12.624887,12.801998,12.443233,12.479564,21680200,9.52792
"2005-10-26",11.594006,12.574932,11.594006,12.243415,33953200,9.347629
"2005-10-27",12.179836,12.257039,12.034514,12.170753,26059700,9.292153
"2005-10-28",12.284287,12.756585,12.175295,12.697548,29157500,9.694351
"2005-10-31",12.697548,12.80654,12.633969,12.733878,29017500,9.722088
"2005-11-01",12.629428,12.965486,12.629428,12.84287,40376300,9.805301
"2005-11-02",12.829247,13.210717,12.715713,13.074478,30217300,9.98213
"2005-11-03",13.074478,13.188011,12.970027,13.051771,22470000,9.964795
"2005-11-04",13.056313,13.056313,12.80654,12.956404,19509900,9.891985
"2005-11-07",12.947321,13.097184,12.906448,13.04723,18880800,9.961327
"2005-11-08",12.847411,13.051771,12.815622,12.960944,18238900,9.895449
"2005-11-09",12.897366,13.001817,12.811081,12.820164,15893800,9.787968
"2005-11-10",12.77475,12.901907,12.593097,12.838328,21611700,9.801837
"2005-11-11",12.824705,13.056313,12.824705,12.951862,22975800,9.888515
"2005-11-14",12.779291,12.838328,12.570391,12.80654,27559500,9.777562
"2005-11-15",12.6703,13.033606,12.6703,12.770209,28913500,9.749824
"2005-11-16",12.783833,12.974568,12.706631,12.838328,29160800,9.801837
"2005-11-17",12.94278,13.306086,12.933697,13.169846,46839100,10.054941
"2005-11-18",13.673933,13.70118,13.174387,13.351499,90992800,10.193633
"2005-11-21",13.306086,13.383288,13.224341,13.297003,21505600,10.152025
"2005-11-22",13.106267,13.524069,13.07902,13.328792,30259600,10.176292
"2005-11-23",13.2198,13.46049,13.2198,13.342416,20289800,10.186693
"2005-11-25",13.342416,13.546776,13.247048,13.501363,9139800,10.308048
"2005-11-28",13.465032,13.614896,13.401453,13.605813,26495500,10.387794
"2005-11-29",13.610354,13.660309,13.542234,13.605813,24067800,10.387794
"2005-11-30",13.623979,13.683016,13.442326,13.474114,33464400,10.287244
"2005-12-01",13.405994,13.578565,13.405994,13.42416,43411500,10.249106
"2005-12-02",13.401453,13.451407,13.2198,13.274296,32407000,10.134687
